Rank,Player,Team,Position
60,Jaylen Warren,PIT,RB
61,Deebo Samuel,SF,WR
62,Colston Loveland,CHI,TE
63,Jeremiyah Love,ARI,RB
64,Dalton Kincaid,BUF,TE
65,Mark Andrews,BAL,TE
66,Tyler Warren,IND,TE
67,Sam LaPorta,DET,TE
68,Dallas Goedert,PHI,TE
69,Chris Godwin,TB,WR
70,Isaiah Likely,NYG,TE
71,Rico Dowdle,PIT,RB
72,Travis Kelce,KC,TE
73,Tucker Kraft,GB,TE
74,Rome Odunze,CHI,WR
75,Courtland Sutton,DEN,WR
76,Michael Mayer,LV,TE
77,Khalil Shakir,BUF,WR
78,Blake Corum,LAR,RB
79,Kyle Monangai,CHI,RB
80,George Kittle,SF,TE
81,Jakobi Meyers,JAC,WR
82,Josh Downs,IND,WR
83,Xavier Worthy,KC,WR
84,Jayden Reed,GB,WR
85,Dalton Schultz,HOU,TE
86,Michael Wilson,ARI,WR
87,Tony Pollard,TEN,RB
88,Kenny Gainwell,TB,RB
89,Alec Pierce,IND,WR
90,Romeo Doubs,NE,WR
91,KC Concepcion,CLE,WR
92,Jordan Addison,MIN,WR
93,Juwan Johnson,NO,TE
94,Hunter Henry,NE,TE
95,Harold Fannin,CLE,TE
96,Kaelon Black,SF,RB
97,TreVeyon Henderson,NE,RB
98,Ladd McConkey,LAC,WR
99,Carnell Tate,TEN,WR
100,Devaughn Vele,NO,WR
101,Marvin Harrison,ARI,WR
102,Tre Tucker,LV,WR
103,Brian Thomas,JAC,WR
104,Brenton Strange,JAC,TE
105,Wan'Dale Robinson,TEN,WR
106,Tyler Allgeier,ARI,RB
107,Caleb Douglas,MIA,WR
108,Malik Washington,MIA,WR
109,Rachaad White,WAS,RB
110,Keenan Allen,IND,WR
111,Jake Ferguson,DAL,TE
112,Puka Nacua,LAR,WR
113,Rashod Bateman,BAL,WR
114,Pat Bryant,DEN,WR
115,Dontayvion Wicks,PHI,WR
116,Denzel Boston,CLE,WR
117,Woody Marks,HOU,RB
118,Mack Hollins,NE,WR
119,Kyle Pitts,ATL,TE
120,Tyjae Spears,TEN,RB
121,Kayshon Boutte,HOU,WR
122,Pat Freiermuth,PIT,TE
123,Tre' Harris,LAC,WR
124,Jonathon Brooks,CAR,RB
125,T.J. Hockenson,MIN,TE
126,Adonai Mitchell,NYJ,WR
127,Xavier Hutchinson,HOU,WR
128,DeMario Douglas,NE,WR
129,George Holani,SEA,RB
130,Jalen Nailor,LV,WR
131,Ryan Flournoy,DAL,WR
132,Rashid Shaheed,SEA,WR
133,Makai Lemon,PHI,WR
134,Cade Otton,TB,TE
135,Chris Brooks,GB,RB
136,Colby Parkinson,LAR,TE
137,Roman Wilson,PIT,WR
138,Kendrick Bourne,ARI,WR
139,Jerry Jeudy,CLE,WR
140,Cooper Kupp,SEA,WR
141,Braelon Allen,NYJ,RB
142,Keaton Mitchell,LAC,RB
143,Demarcus Robinson,SF,WR
144,Justice Hill,BAL,RB
145,Antonio Williams,WAS,WR
146,Mike Gesicki,CIN,TE
147,AJ Barner,SEA,TE
148,Jaylin Noel,HOU,WR
149,Evan Engram,DEN,TE
150,Chris Rodriguez,JAC,RB
151,Terrance Ferguson,LAR,TE
152,Malachi Fields,NYG,WR
153,David Njoku,LAC,TE
154,Kalif Raymond,CHI,WR
155,Kenyon Sadiq,NYJ,TE
156,Greg Dulcich,MIA,TE
157,Brian Robinson,ATL,RB
158,Jalen McMillan,TB,WR
159,Jack Bech,LV,WR
160,Emmett Johnson,KC,RB
161,Gunnar Helm,TEN,TE
162,Darren Waller,CAR,TE
163,Devin Singletary,NYG,RB
164,Darnell Mooney,NYG,WR
165,Bryce Lance,NO,WR
166,Mason Taylor,NYJ,TE
167,Samaje Perine,CIN,RB
168,Andrei Iosivas,CIN,WR
169,Isaac TeSlaa,DET,WR
170,Ted Hurst,TB,WR
171,Cole Kmet,CHI,TE
172,Keon Coleman,BUF,WR
173,Mike Washington,LV,RB
174,Tyquan Thornton,KC,WR
175,Chris Bell,MIA,WR
176,Jahan Dotson,ATL,WR
177,Jonah Coleman,DEN,RB
178,Devontez Walker,BAL,WR
179,Elic Ayomanor,TEN,WR
180,Raheim Sanders,CLE,RB
181,Noah Fant,NO,TE
182,Darnell Washington,PIT,TE
183,Dawson Knox,BUF,TE
184,Sione Vaki,DET,RB
185,Kaytron Allen,WAS,RB
186,Alvin Kamara,NO,RB
187,Xavier Legette,CAR,WR
188,Joshua Palmer,BUF,WR
189,Isaiah Williams,NYJ,WR
190,Tank Bigsby,PHI,RB
191,Troy Franklin,DEN,WR
192,Oronde Gadsden,LAC,TE
193,Ben Sinnott,WAS,TE
194,Emari Demercado,DAL,RB
195,LaJohntay Wester,BAL,WR
196,Josh Cameron,JAC,WR
197,Olamide Zaccheaus,ATL,WR
198,Tommy Tremble,CAR,TE
199,Konata Mumpfield,LAR,WR
200,Theo Johnson,NYG,TE
201,Calvin Ridley,TEN,WR
202,John Bates,WAS,TE
203,Germie Bernard,PIT,WR
204,Josh Oliver,MIN,TE
205,Travis Hunter,JAC,WR
206,Ray Davis,BUF,RB
207,Jonnu Smith,GB,TE
208,Kyle Williams,NE,WR
209,DeeJay Dallas,MIN,RB
210,Emanuel Wilson,SEA,RB
211,Jahdae Walker,CHI,WR
212,Dyami Brown,WAS,WR
213,KaVontae Turpin,DAL,WR
214,Charlie Kolar,LAC,TE
215,Kimani Vidal,LAC,RB
216,Eli Raridon,NE,TE
217,Tyler Higbee,LAR,TE
218,Elijah Arroyo,SEA,TE
219,Noah Gray,KC,TE
220,Najee Harris,NYG,RB
221,Adam Trautman,DEN,TE
222,Jaylin Lane,WAS,WR
223,Drew Sample,CIN,TE
224,Kevin Coleman,MIA,WR
225,Brenen Thompson,LAC,WR
226,Brevyn Spann-Ford,DAL,TE
227,Jared Wayne,HOU,WR
228,Durham Smythe,BAL,TE
229,Jaylen Wright,MIA,RB
230,Mitchell Evans,CAR,TE
231,Tai Felton,MIN,WR
232,Dohnte Meyers,CIN,WR
233,Matt Hibner,BAL,TE
234,Foster Moreau,HOU,TE
235,Luke Farrell,SF,TE
236,Zachariah Branch,ATL,WR
237,Erick All,CIN,TE
238,Blake Whiteheart,CLE,TE
239,Malik Benson,LV,WR
240,Seth McGowan,IND,RB
241,Demond Claiborne,MIN,RB
242,Jonathan Mingo,DAL,WR
243,Bo Melton,GB,WR
244,Brock Wright,DET,TE
245,Nate Boerkircher,JAC,TE
246,Daniel Bellinger,TEN,TE
247,Will Shipley,PHI,RB
248,Kyle Juszczyk,SF,RB
249,Xavier Smith,LAR,WR
250,Davis Allen,LAR,TE
251,Hunter Luepke,DAL,RB
252,Sean Tucker,TB,RB
253,Cade Stover,HOU,TE
254,Jackson Hawes,BUF,TE
255,Chris Moore,BAL,WR
256,Ollie Gordon,MIA,RB
257,Isaiah Davis,NYJ,RB
258,Odell Beckham,NYG,WR
259,Mo Alie-Cox,IND,TE
260,Jeremy Ruckert,NYJ,TE
261,Luke Schoonmaker,DAL,TE
262,Derius Davis,LAC,WR
263,Chimere Dike,TEN,WR
264,Kaleb Johnson,GB,RB
265,Tyler Badie,DEN,RB
266,Cyrus Allen,KC,WR
267,Colbie Young,CIN,WR
268,Barion Brown,NO,WR
269,Skyy Moore,GB,WR
270,Tutu Atwell,LAR,WR
271,Frank Gore,BUF,RB
272,Elijah Higgins,ARI,TE
273,Elijah Sarratt,BAL,WR
274,LeQuint Allen,JAC,RB
275,Austin Hooper,ATL,TE
276,Brycen Tremayne,CAR,WR
277,AJ Dillon,CAR,RB
278,Brashard Smith,KC,RB
279,Johnny Mundt,PHI,TE
280,Charlie Woerner,ATL,TE
281,Rasheen Ali,BAL,RB
282,Jacob Saylors,DET,RB
283,Laquon Treadwell,IND,WR
284,Marlin Klein,HOU,TE
285,Quintin Morris,JAC,TE
286,Tyrone Tracy,NYG,RB
287,Will Kacmarek,MIA,TE
288,Jaleel McLaughlin,CLE,RB
289,Jake Briningstool,KC,TE
290,Tanner Hudson,CIN,TE
291,Tez Johnson,TB,WR
292,Corey Kiner,NE,RB
293,Dylan Laube,LV,RB
294,Hunter Long,ARI,TE
295,Isaiah Bond,CLE,WR
296,Zavion Thomas,CHI,WR
297,Sam Roush,CHI,TE
298,Cody White,LV,WR
299,Hollywood Brown,PHI,WR
300,Tory Horton,SEA,WR
301,Treylon Burks,WAS,WR
302,Colson Yankoff,WAS,TE
303,Nate Adkins,DEN,TE
304,Tahj Brooks,CIN,RB
305,Ameer Abdullah,JAC,RB
306,Alec Ingold,LAC,RB
307,Patrick Ricard,NYG,RB
308,Lil'Jordan Humphrey,DEN,WR
309,Roschon Johnson,CHI,RB
310,CJ Donaldson,NO,RB
311,Bam Knight,ARI,RB
312,Jordan James,SF,RB
313,Nicholas Singleton,TEN,RB
314,Jacob Cowing,SF,WR
315,Eric Saubert,SEA,TE
316,Ben Skowronek,PIT,WR
317,Chris Manhertz,NYG,TE
318,Max Bredeson,MIN,RB
319,Julius Chestnut,TEN,RB
320,RJ Harvey,DEN,RB
321,Darius Cooper,PHI,WR
322,British Brooks,HOU,RB
323,Josh Williams,TB,RB
324,Tyler Goodson,DAL,RB
325,Tyler Conklin,DET,TE
326,Ronnie Rivers,LAR,RB
327,Treyton Welch,NO,TE
328,Tylan Wallace,CLE,WR
329,Michael Burton,CLE,RB
330,KhaDarel Hodge,SF,WR
331,Kevin Austin,NO,WR
332,Josh Cuevas,BAL,TE
333,Jelani Woods,NYJ,TE
334,Adam Prentice,DEN,RB
335,Reggie Gilliam,NE,RB
336,Lewis Bond,HOU,WR
337,Eli Heidenreich,PIT,RB
338,Ian Thomas,LV,TE
339,Connor Heyward,LV,TE
340,Feleipe Franks,CAR,TE
341,Andrew Beck,NYJ,RB
342,Josh Whyle,GB,TE
343,Keleki Latu,BUF,TE
344,Mark Redman,GB,TE
345,CJ Daniels,LAR,WR
346,Drew Ogletree,IND,TE
347,Chris Myarick,LV,TE
348,Brayden Willis,SF,TE
349,Bauer Sharp,TB,TE
350,John Metchie,CAR,WR
351,Arian Smith,NYJ,WR
352,Tay Martin,DET,WR
353,Max Klare,LAR,TE
354,Greg Dortch,BUF,WR
355,Tom Kennedy,DET,WR
356,Chris Blair,ATL,WR
357,Jordan Whittington,LAR,WR
358,Jack Endries,CIN,TE
359,Kameron Johnson,TB,WR
360,DJ Giddens,IND,RB
361,Payne Durham,TB,TE
362,Ko Kieft,TB,TE
363,Gavin Bartholomew,MIN,TE
364,Nick Muse,ATL,TE
365,E.J. Jenkins,PHI,TE
366,Efton Chism,NE,WR
367,Travis Homer,PIT,RB
368,Marquez Valdes-Scantling,LAC,WR
369,Myles Price,MIN,WR
370,Dareke Young,LV,WR
371,Cameron Latu,NE,TE
372,Kaden Davis,CHI,WR
373,Jalen Brooks,ARI,WR
374,Kaden Wetjen,PIT,WR
375,Deion Burks,IND,WR
376,Nikko Remigio,KC,WR
377,J. Michael Sturdivant,GB,WR
378,Seydou Traore,MIA,TE
379,Jalen Royals,KC,WR
380,Montorie Foster,SEA,WR
381,Jordan Watkins,SF,WR
382,Gary Jennings,LAC,WR
383,Dillon Bell,MIN,WR
384,David Martin-Robinson,TEN,TE
385,Robert Tonyan,PIT,TE
386,Carsen Ryan,CLE,TE
387,CJ Williams,JAC,WR
388,Ryan Miller,MIA,WR
389,Anthony Gould,IND,WR
390,Malachi Corley,CLE,WR
