Rank,Player,Team,Position
60,Colston Loveland,CHI,TE
61,Rico Dowdle,PIT,RB
62,Dalton Kincaid,BUF,TE
63,Kyle Monangai,CHI,RB
64,Matthew Golden,GB,WR
65,Deebo Samuel,SF,WR
66,Tony Pollard,TEN,RB
67,Jalen Coker,CAR,WR
68,Ladd McConkey,LAC,WR
69,Kaelon Black,SF,RB
70,Stefon Diggs,WAS,WR
71,Mark Andrews,BAL,TE
72,Chris Godwin,TB,WR
73,Xavier Worthy,KC,WR
74,Sam LaPorta,DET,TE
75,Tyler Warren,IND,TE
76,Courtland Sutton,DEN,WR
77,Dallas Goedert,PHI,TE
78,Jayden Reed,GB,WR
79,Tucker Kraft,GB,TE
80,Travis Kelce,KC,TE
81,Rome Odunze,CHI,WR
82,Isaiah Likely,NYG,TE
83,Tyler Allgeier,ARI,RB
84,TreVeyon Henderson,NE,RB
85,George Kittle,SF,TE
86,Romeo Doubs,NE,WR
87,Jakobi Meyers,JAC,WR
88,Alec Pierce,IND,WR
89,Khalil Shakir,BUF,WR
90,Kenny Gainwell,TB,RB
91,Josh Downs,IND,WR
92,Michael Wilson,ARI,WR
93,Dalton Schultz,HOU,TE
94,Michael Mayer,LV,TE
95,Jordan Addison,MIN,WR
96,Woody Marks,HOU,RB
97,Rachaad White,WAS,RB
98,KC Concepcion,CLE,WR
99,George Holani,SEA,RB
100,Brian Thomas,JAC,WR
101,Hunter Henry,NE,TE
102,Juwan Johnson,NO,TE
103,Jonathon Brooks,CAR,RB
104,Marvin Harrison,ARI,WR
105,Carnell Tate,TEN,WR
106,Rashod Bateman,BAL,WR
107,Devaughn Vele,NO,WR
108,Tre Tucker,LV,WR
109,Kayshon Boutte,HOU,WR
110,Tyjae Spears,TEN,RB
111,Caleb Douglas,MIA,WR
112,Malik Washington,MIA,WR
113,Harold Fannin,CLE,TE
114,Keenan Allen,IND,WR
115,Mack Hollins,NE,WR
116,Wan'Dale Robinson,TEN,WR
117,Pat Bryant,DEN,WR
118,Chris Rodriguez,JAC,RB
119,Dontayvion Wicks,PHI,WR
120,Brenton Strange,JAC,TE
121,Adonai Mitchell,NYJ,WR
122,Chris Brooks,GB,RB
123,Braelon Allen,NYJ,RB
124,Denzel Boston,CLE,WR
125,Tre' Harris,LAC,WR
126,Keaton Mitchell,LAC,RB
127,Jalen Nailor,LV,WR
128,Jake Ferguson,DAL,TE
129,DeMario Douglas,NE,WR
130,Kyle Pitts,ATL,TE
131,Xavier Hutchinson,HOU,WR
132,Pat Freiermuth,PIT,TE
133,Colby Parkinson,LAR,TE
134,Ryan Flournoy,DAL,WR
135,Justice Hill,BAL,RB
136,Roman Wilson,PIT,WR
137,Rashid Shaheed,SEA,WR
138,Brian Robinson,ATL,RB
139,Demarcus Robinson,SF,WR
140,Jerry Jeudy,CLE,WR
141,Antonio Williams,WAS,WR
142,Makai Lemon,PHI,WR
143,Cooper Kupp,SEA,WR
144,Cade Otton,TB,TE
145,AJ Barner,SEA,TE
146,T.J. Hockenson,MIN,TE
147,Terrance Ferguson,LAR,TE
148,Mike Gesicki,CIN,TE
149,Emmett Johnson,KC,RB
150,Evan Engram,DEN,TE
151,David Njoku,LAC,TE
152,Kalif Raymond,CHI,WR
153,Jalen McMillan,TB,WR
154,Alvin Kamara,NO,RB
155,Jaylin Noel,HOU,WR
156,Tyquan Thornton,KC,WR
157,Kendrick Bourne,ARI,WR
158,Devin Singletary,NYG,RB
159,Malachi Fields,NYG,WR
160,Jonah Coleman,DEN,RB
161,Samaje Perine,CIN,RB
162,Mike Washington,LV,RB
163,Kenyon Sadiq,NYJ,TE
164,Devontez Walker,BAL,WR
165,Greg Dulcich,MIA,TE
166,Darnell Mooney,NYG,WR
167,Gunnar Helm,TEN,TE
168,Konata Mumpfield,LAR,WR
169,Raheim Sanders,CLE,RB
170,Darren Waller,CAR,TE
171,Jack Bech,LV,WR
172,Kaytron Allen,WAS,RB
173,Andrei Iosivas,CIN,WR
174,Bryce Lance,NO,WR
175,Cole Kmet,CHI,TE
176,Isaac TeSlaa,DET,WR
177,Chris Bell,MIA,WR
178,Ted Hurst,TB,WR
179,Keon Coleman,BUF,WR
180,LaJohntay Wester,BAL,WR
181,Sione Vaki,DET,RB
182,Mason Taylor,NYJ,TE
183,Jahan Dotson,ATL,WR
184,Oronde Gadsden,LAC,TE
185,Troy Franklin,DEN,WR
186,Xavier Legette,CAR,WR
187,Germie Bernard,PIT,WR
188,Elic Ayomanor,TEN,WR
189,Joshua Palmer,BUF,WR
190,John Bates,WAS,TE
191,Darnell Washington,PIT,TE
192,Calvin Ridley,TEN,WR
193,Noah Fant,NO,TE
194,Dawson Knox,BUF,TE
195,Emari Demercado,DAL,RB
196,Tommy Tremble,CAR,TE
197,Isaiah Williams,NYJ,WR
198,Josh Oliver,MIN,TE
199,Demond Claiborne,MIN,RB
200,Xavier Smith,LAR,WR
201,Tank Bigsby,PHI,RB
202,Kyle Williams,NE,WR
203,Emanuel Wilson,SEA,RB
204,Jonnu Smith,GB,TE
205,DeeJay Dallas,MIN,RB
206,Olamide Zaccheaus,ATL,WR
207,Theo Johnson,NYG,TE
208,Dyami Brown,WAS,WR
209,Kimani Vidal,LAC,RB
210,Ray Davis,BUF,RB
211,Tai Felton,MIN,WR
212,Tyler Higbee,LAR,TE
213,Josh Cameron,JAC,WR
214,Chris Moore,BAL,WR
215,Charlie Kolar,LAC,TE
216,Ben Sinnott,WAS,TE
217,Travis Hunter,JAC,WR
218,KaVontae Turpin,DAL,WR
219,Eli Raridon,NE,TE
220,Jahdae Walker,CHI,WR
221,Sean Tucker,TB,RB
222,Elijah Arroyo,SEA,TE
223,Noah Gray,KC,TE
224,Durham Smythe,BAL,TE
225,Zachariah Branch,ATL,WR
226,Brevyn Spann-Ford,DAL,TE
227,Seth McGowan,IND,RB
228,Drew Sample,CIN,TE
229,Foster Moreau,HOU,TE
230,Adam Trautman,DEN,TE
231,Jared Wayne,HOU,WR
232,Davis Allen,LAR,TE
233,Mitchell Evans,CAR,TE
234,Tyler Badie,DEN,RB
235,Malik Benson,LV,WR
236,Luke Farrell,SF,TE
237,Brock Wright,DET,TE
238,Jaylin Lane,WAS,WR
239,Kevin Coleman,MIA,WR
240,Tutu Atwell,LAR,WR
241,Jaylen Wright,MIA,RB
242,Cade Stover,HOU,TE
243,Brenen Thompson,LAC,WR
244,Will Shipley,PHI,RB
245,Erick All,CIN,TE
246,Nate Boerkircher,JAC,TE
247,Daniel Bellinger,TEN,TE
248,Ollie Gordon,MIA,RB
249,Tyrone Tracy,NYG,RB
250,Kaleb Johnson,GB,RB
251,Jonathan Mingo,DAL,WR
252,Hunter Luepke,DAL,RB
253,Jackson Hawes,BUF,TE
254,Odell Beckham,NYG,WR
255,Najee Harris,NYG,RB
256,Blake Whiteheart,CLE,TE
257,Bo Melton,GB,WR
258,Derius Davis,LAC,WR
259,Mo Alie-Cox,IND,TE
260,Austin Hooper,ATL,TE
261,Elijah Sarratt,BAL,WR
262,Kyle Juszczyk,SF,RB
263,Cyrus Allen,KC,WR
264,Isaiah Davis,NYJ,RB
265,Frank Gore,BUF,RB
266,Chimere Dike,TEN,WR
267,Brashard Smith,KC,RB
268,Luke Schoonmaker,DAL,TE
269,Quintin Morris,JAC,TE
270,Matt Hibner,BAL,TE
271,Jaleel McLaughlin,CLE,RB
272,Laquon Treadwell,IND,WR
273,Johnny Mundt,PHI,TE
274,Marlin Klein,HOU,TE
275,Lil'Jordan Humphrey,DEN,WR
276,Jacob Saylors,DET,RB
277,Jeremy Ruckert,NYJ,TE
278,Rasheen Ali,BAL,RB
279,Myles Price,MIN,WR
280,Colson Yankoff,WAS,TE
281,Nate Adkins,DEN,TE
282,Will Kacmarek,MIA,TE
283,AJ Dillon,CAR,RB
284,Puka Nacua,LAR,WR
285,LeQuint Allen,JAC,RB
286,Charlie Woerner,ATL,TE
287,Brycen Tremayne,CAR,WR
288,Elijah Higgins,ARI,TE
289,Colbie Young,CIN,WR
290,Tez Johnson,TB,WR
291,Hunter Long,ARI,TE
292,Tory Horton,SEA,WR
293,Dylan Laube,LV,RB
294,Jordan James,SF,RB
295,Skyy Moore,GB,WR
296,CJ Daniels,LAR,WR
297,Tahj Brooks,CIN,RB
298,Barion Brown,NO,WR
299,Dohnte Meyers,CIN,WR
300,Jake Briningstool,KC,TE
301,Isaiah Bond,CLE,WR
302,Roschon Johnson,CHI,RB
303,Max Klare,LAR,TE
304,Corey Kiner,NE,RB
305,Sam Roush,CHI,TE
306,Cody White,LV,WR
307,Lewis Bond,HOU,WR
308,John Metchie,CAR,WR
309,Ben Skowronek,PIT,WR
310,Nicholas Singleton,TEN,RB
311,CJ Donaldson,NO,RB
312,Brayden Willis,SF,TE
313,Ameer Abdullah,JAC,RB
314,Ian Thomas,LV,TE
315,Eric Saubert,SEA,TE
316,Tyler Conklin,DET,TE
317,Kaden Wetjen,PIT,WR
318,Zavion Thomas,CHI,WR
319,Jalen Tolbert,MIA,WR
320,Julius Chestnut,TEN,RB
321,Josh Cuevas,BAL,TE
322,Tyler Goodson,DAL,RB
323,Alec Ingold,LAC,RB
324,Arian Smith,NYJ,WR
325,Jack Endries,CIN,TE
326,Josh Whyle,GB,TE
327,Jacob Cowing,SF,WR
328,Drew Ogletree,IND,TE
329,Connor Heyward,LV,TE
330,Chris Manhertz,NYG,TE
331,Patrick Ricard,NYG,RB
332,Treylon Burks,WAS,WR
333,Efton Chism,NE,WR
334,Tanner Hudson,CIN,TE
335,DJ Giddens,IND,RB
336,Payne Durham,TB,TE
337,Deion Burks,IND,WR
338,Bam Knight,ARI,RB
339,Max Bredeson,MIN,RB
340,Luke McCaffrey,WAS,WR
341,KhaDarel Hodge,SF,WR
342,Hollywood Brown,PHI,WR
343,Travis Homer,PIT,RB
344,Ronnie Rivers,LAR,RB
345,Reggie Gilliam,NE,RB
346,Adam Prentice,DEN,RB
347,Michael Burton,CLE,RB
348,Chris Myarick,LV,TE
349,Marquez Valdes-Scantling,LAC,WR
350,Kameron Johnson,TB,WR
351,Tylan Wallace,CLE,WR
352,Greg Dortch,BUF,WR
353,British Brooks,HOU,RB
354,Treyton Welch,NO,TE
355,Eli Heidenreich,PIT,RB
356,Nikko Remigio,KC,WR
357,Darius Cooper,PHI,WR
358,Malachi Corley,CLE,WR
359,Jalen Royals,KC,WR
360,Feleipe Franks,CAR,TE
361,Carsen Ryan,CLE,TE
362,Tay Martin,DET,WR
363,Montorie Foster,SEA,WR
364,Mark Redman,GB,TE
365,Seydou Traore,MIA,TE
366,Nick Muse,ATL,TE
367,Ko Kieft,TB,TE
368,Keleki Latu,BUF,TE
369,Bauer Sharp,TB,TE
370,Andrew Beck,NYJ,RB
371,Gavin Bartholomew,MIN,TE
372,Anthony Gould,IND,WR
373,E.J. Jenkins,PHI,TE
374,Jelani Woods,NYJ,TE
375,J. Michael Sturdivant,GB,WR
376,Cameron Latu,NE,TE
377,Tom Kennedy,DET,WR
378,Kaden Davis,CHI,WR
379,Gary Jennings,LAC,WR
380,Jordan Watkins,SF,WR
381,Dillon Bell,MIN,WR
382,Jalen Brooks,ARI,WR
383,CJ Williams,JAC,WR
384,David Martin-Robinson,TEN,TE
385,Chris Blair,ATL,WR
386,Ryan Miller,MIA,WR
387,Dareke Young,LV,WR
388,Robert Tonyan,PIT,TE
389,Kevin Austin,NO,WR
