player_id,player,team,pos,season,week,snaps,snaps_pct,routes,routes_pct,rush_att,rush_att_pct,targets,targets_pct,catchable_tgts,catchable_tgts_pct,ez_tgts,ez_tgts_pct,inside5_rush,inside5_rush_pct,sdd_snaps,sdd_snaps_pct,ldd_snaps,ldd_snaps_pct,two_min_snaps,two_min_snaps_pct,tprr,team_sdd_snaps,team_ldd_snaps,team_ez_tgts,team_third_fourth_pass,team_inside5_rush,team_snaps,team_routes,team_targets,team_rush_att,team_two_min_snaps
74dad55c-78db-444f-8843-423894176da5,David Njoku,CLE,TE,2025,1,61,85.9,41,85.4,0,0.0,5,12.2,3,60.0,0,0.0,0,0.0,8,100.0,9,64.3,5,100.0,12.2,8,14,1,10,4,71,48,41,23,5
d6ab35b4-32fe-4052-938e-1a8f7a5ffa56,Amon-Ra St. Brown,DET,WR,2025,1,61,93.8,42,97.7,0,0.0,5,13.9,4,80.0,0,0.0,0,0.0,6,85.7,13,100.0,0,0.0,11.9,7,13,1,15,0,65,43,36,21,0
b1cf668e-31ee-4d0d-80bb-1ca8cf26bf42,Trey McBride,ARI,TE,2025,1,60,98.4,37,97.4,0,0.0,8,28.6,6,75.0,0,0.0,0,0.0,2,100.0,12,100.0,0,0.0,21.6,2,12,1,7,1,61,38,28,23,0
8fb03685-5aa2-4a0a-bd0f-475b3af883f3,Darius Slayton,NYG,WR,2025,1,60,96.8,44,97.8,0,0.0,1,3.7,0,0.0,0,0.0,0,0.0,4,80.0,14,100.0,0,0.0,2.3,5,14,2,11,1,62,45,27,17,0
fa9012a1-a65b-4c87-bec8-db1c7301f926,Josh Reynolds,NYJ,WR,2025,1,60,96.8,25,100.0,0,0.0,3,16.7,2,66.7,0,0.0,0,0.0,8,100.0,10,100.0,6,100.0,12.0,8,10,0,5,3,62,25,18,37,6
c98a20dd-1ff5-4713-b78f-648800290fc2,Rashid Shaheed,NO,WR,2025,1,60,88.2,46,93.9,0,0.0,9,22.0,6,66.7,1,25.0,0,0.0,5,83.3,11,91.7,19,90.5,19.6,6,12,4,11,1,68,49,41,20,21
a28a9b00-33d8-4221-a3f1-310bcbc08f1b,Ricky Pearsall,SF,WR,2025,1,60,83.3,35,89.7,0,0.0,6,18.2,4,66.7,1,33.3,0,0.0,8,72.7,9,100.0,0,0.0,17.1,11,9,3,9,0,72,39,33,31,0
5fbde45e-1771-4a35-ac8e-cbb4d4744e04,Bijan Robinson,ATL,RB,2025,1,59,83.1,36,76.6,12,52.2,7,17.9,7,100.0,0,0.0,2,66.7,3,60.0,13,92.9,7,100.0,19.4,5,14,3,10,3,71,47,39,23,7
b9932d52-2ce9-4dcd-8e48-c34c5fb95681,Rome Odunze,CHI,WR,2025,1,59,93.7,41,93.2,0,0.0,8,25.0,7,87.5,1,100.0,0,0.0,2,100.0,12,100.0,6,100.0,19.5,2,12,1,10,0,63,44,32,19,6
3185a3cd-8dba-4aca-bc26-6bba0cc696eb,Sam LaPorta,DET,TE,2025,1,59,90.8,38,88.4,0,0.0,8,22.2,6,75.0,0,0.0,0,0.0,6,85.7,13,100.0,0,0.0,21.1,7,13,1,15,0,65,43,36,21,0
f6c2cecd-fadd-4416-bd9e-2898bdcc0ede,Malik Nabers,NYG,WR,2025,1,59,95.2,43,95.6,0,0.0,9,33.3,5,55.6,1,50.0,0,0.0,4,80.0,13,92.9,0,0.0,20.9,5,14,2,11,1,62,45,27,17,0
c1696ca6-bfe1-4d64-ae56-a1075a3c88eb,Jakobi Meyers,LV,WR,2025,1,58,95.1,37,92.5,0,0.0,10,30.3,10,100.0,0,0.0,0,0.0,7,100.0,10,100.0,7,100.0,27.0,7,10,1,10,1,61,40,33,21,7
e74df9b4-afb4-4c92-bca5-93e816e2c077,Chris Olave,NO,WR,2025,1,58,85.3,43,87.8,0,0.0,13,31.7,7,53.8,1,25.0,0,0.0,2,33.3,11,91.7,18,85.7,30.2,6,12,4,11,1,68,49,41,20,21
a7d68b3b-02b2-4d1a-9fb9-36c62dc5a441,Michael Pittman Jr.,IND,WR,2025,1,57,81.4,29,87.9,0,0.0,8,27.6,6,75.0,0,0.0,0,0.0,9,81.8,7,77.8,0,0.0,27.6,11,9,2,9,5,70,33,29,37,0
a541a205-8eac-4df0-b432-9f3195be6c30,Cole Kmet,CHI,TE,2025,1,56,88.9,30,68.2,0,0.0,4,12.5,1,25.0,0,0.0,0,0.0,2,100.0,9,75.0,4,66.7,13.3,2,12,1,10,0,63,44,32,19,6
d200b227-6575-48c1-a680-c0442c85d800,Tre Tucker,LV,WR,2025,1,56,91.8,37,92.5,0,0.0,3,9.1,2,66.7,1,100.0,0,0.0,7,100.0,9,90.0,7,100.0,8.1,7,10,1,10,1,61,40,33,21,7
41693ead-2e7a-43d8-9d5a-4d5e05ad3082,Alvin Kamara,NO,RB,2025,1,56,82.4,36,73.5,11,55.0,2,4.9,2,100.0,0,0.0,1,100.0,5,83.3,10,83.3,21,100.0,5.6,6,12,4,11,1,68,49,41,20,21
5a253a6c-0769-4a9f-8bc0-b9af300323e7,Kyle Pitts,ATL,TE,2025,1,55,77.5,39,83.0,0,0.0,8,20.5,7,87.5,0,0.0,0,0.0,4,80.0,13,92.9,7,100.0,20.5,5,14,3,10,3,71,47,39,23,7
d8cbf5b3-dee1-4d5c-bcc1-e40e1df911ac,Alec Pierce,IND,WR,2025,1,55,78.6,27,81.8,0,0.0,3,10.3,1,33.3,1,50.0,0,0.0,11,100.0,6,66.7,0,0.0,11.1,11,9,2,9,5,70,33,29,37,0
c739b7b0-2f88-4c97-ab7b-a07eaa6ca333,Kayshon Boutte,NE,WR,2025,1,55,80.9,44,83.0,0,0.0,8,18.6,6,75.0,1,33.3,0,0.0,6,66.7,9,100.0,10,90.9,18.2,9,9,3,10,1,68,53,43,15,11
d012a0c5-cd87-437f-a772-50fdc7ec7dfc,DeVonta Smith,PHI,WR,2025,1,55,88.7,33,97.1,0,0.0,3,15.0,3,100.0,0,0.0,0,0.0,7,100.0,8,80.0,5,100.0,9.1,7,10,0,6,2,62,34,20,25,5
20afb131-b018-4b53-9462-8a99a035cfb1,Marvin Harrison Jr.,ARI,WR,2025,1,54,88.5,35,92.1,0,0.0,6,21.4,5,83.3,1,100.0,0,0.0,1,50.0,12,100.0,0,0.0,17.1,2,12,1,7,1,61,38,28,23,0
239c6290-839c-4cd0-a604-ebb091b88ebb,Khalil Shakir,BUF,WR,2025,1,54,69.2,46,86.8,0,0.0,8,18.6,6,75.0,0,0.0,0,0.0,4,33.3,9,90.0,8,100.0,17.4,12,10,5,9,6,78,53,43,22,8
c1fdbfb1-e4f1-4c67-a2bd-9e1e7a402be8,Brandin Cooks,NO,WR,2025,1,54,79.4,42,85.7,0,0.0,4,9.8,3,75.0,0,0.0,0,0.0,5,83.3,11,91.7,18,85.7,9.5,6,12,4,11,1,68,49,41,20,21
a6b79e65-6180-40a7-b172-d14373c0dd22,Brian Thomas Jr.,JAC,WR,2025,1,54,85.7,33,100.0,1,3.6,7,25.0,3,42.9,0,0.0,0,0.0,5,100.0,9,90.0,5,100.0,21.2,5,10,1,7,0,63,33,28,28,5
d5c9a653-e4f2-4724-90eb-525423d2a541,Marquise Brown,KC,WR,2025,1,54,93.1,46,97.9,0,0.0,14,40.0,11,78.6,0,0.0,0,0.0,3,60.0,12,100.0,13,100.0,30.4,5,12,1,12,0,58,47,35,10,13
c31d94ec-04ba-497d-a73f-cd06676c0793,Mason Taylor,NYJ,TE,2025,1,54,87.1,21,84.0,0,0.0,1,5.6,1,100.0,0,0.0,0,0.0,8,100.0,9,90.0,6,100.0,4.8,8,10,0,5,3,62,25,18,37,6
c4083a97-e146-4e03-9045-f65f53e6be19,A.J. Brown,PHI,WR,2025,1,54,87.1,33,97.1,0,0.0,1,5.0,1,100.0,0,0.0,0,0.0,5,71.4,9,90.0,5,100.0,3.0,7,10,0,6,2,62,34,20,25,5
03f8f7e5-3512-43d2-bbee-bb8faa7b50a9,Christian McCaffrey,SF,RB,2025,1,54,75.0,29,74.4,22,71.0,10,30.3,9,90.0,0,0.0,0,0.0,10,90.9,9,100.0,0,0.0,34.5,11,9,3,9,0,72,39,33,31,0
342ee78f-f6c6-42d5-ba14-5a1b05bfe951,Ashton Jeanty,LV,RB,2025,1,53,86.9,22,55.0,18,85.7,2,6.1,2,100.0,0,0.0,1,100.0,7,100.0,7,70.0,7,100.0,9.1,7,10,1,10,1,61,40,33,21,7
0a643540-5e1e-4ce9-b883-26d898691d40,DJ Moore,CHI,WR,2025,1,52,82.5,38,86.4,2,10.5,5,15.6,3,60.0,0,0.0,0,0.0,2,100.0,12,100.0,4,66.7,13.2,2,12,1,10,0,63,44,32,19,6
feb09bdf-0f17-4ef2-9917-5780f044c98a,Brenton Strange,JAC,TE,2025,1,52,82.5,23,69.7,0,0.0,4,14.3,4,100.0,0,0.0,0,0.0,5,100.0,9,90.0,5,100.0,17.4,5,10,1,7,0,63,33,28,28,5
f9c12962-1c66-4ec9-9f80-7bf58579b8f2,Davante Adams,LA,WR,2025,1,52,91.2,29,90.6,0,0.0,8,29.6,6,75.0,0,0.0,0,0.0,5,100.0,10,100.0,0,0.0,27.6,5,10,1,7,3,57,32,27,23,0
d81d3117-a780-4d23-946a-42906805ca2b,Ladd McConkey,LAC,WR,2025,1,52,83.9,38,92.7,0,0.0,9,26.5,6,66.7,0,0.0,0,0.0,3,60.0,10,90.9,0,0.0,23.7,5,11,4,8,0,62,41,34,18,0
a40d7ba0-38e4-4090-a496-e1b1751a03c2,Ray-Ray McCloud III,ATL,WR,2025,1,52,73.2,38,80.9,0,0.0,3,7.7,3,100.0,0,0.0,0,0.0,2,40.0,14,100.0,7,100.0,7.9,5,14,3,10,3,71,47,39,23,7
8a5333e6-17c1-48e3-8232-61bcb068a262,D.K. Metcalf,PIT,WR,2025,1,52,96.3,33,97.1,0,0.0,7,25.0,5,71.4,0,0.0,0,0.0,3,100.0,8,100.0,5,100.0,21.2,3,8,1,6,1,54,34,28,19,5
5ea600d7-d788-4194-b598-a59ff43f3525,Emeka Egbuka,TB,WR,2025,1,52,92.9,36,97.3,1,5.6,6,20.7,4,66.7,1,100.0,0,0.0,7,77.8,8,88.9,8,100.0,16.7,9,9,1,8,0,56,37,29,18,8
c93c93a2-7461-4a26-b641-c8dd1dae3d9b,Calvin Ridley,TEN,WR,2025,1,52,94.5,32,94.1,0,0.0,8,32.0,6,75.0,0,0.0,0,0.0,2,66.7,14,100.0,4,100.0,25.0,3,14,0,9,1,55,34,25,21,4
76457f7f-07a1-4ed6-bffe-7ddf971bf45f,Terry McLaurin,WAS,WR,2025,1,52,80.0,33,89.2,0,0.0,4,13.8,3,75.0,0,0.0,0,0.0,4,66.7,7,87.5,9,90.0,12.1,6,8,1,7,0,65,37,29,25,10
0d40bdbc-b7b9-48af-a36d-34aaf05ab100,Harold Fannin Jr.,CLE,TE,2025,1,51,71.8,31,64.6,1,4.3,9,22.0,8,88.9,0,0.0,0,0.0,6,75.0,9,64.3,1,20.0,29.0,8,14,1,10,4,71,48,41,23,5
4e042a70-f018-4e0a-b0f6-1f83d8274a15,CeeDee Lamb,DAL,WR,2025,1,51,91.1,32,91.4,0,0.0,13,40.6,11,84.6,0,0.0,0,0.0,5,100.0,7,100.0,12,92.3,40.6,5,7,3,10,2,56,35,32,21,13
71e0a1c0-a5be-4cb7-b9a1-79e4353d6ee9,George Pickens,DAL,WR,2025,1,51,91.1,33,94.3,0,0.0,4,12.5,3,75.0,1,33.3,0,0.0,4,80.0,7,100.0,13,100.0,12.1,5,7,3,10,2,56,35,32,21,13
b6b4230b-521a-40e5-b697-6fcabbff904a,Jonathan Taylor,IND,RB,2025,1,51,72.9,24,72.7,18,48.6,3,10.3,3,100.0,0,0.0,2,40.0,7,63.6,6,66.7,0,0.0,12.5,11,9,2,9,5,70,33,29,37,0
f1b9e657-a771-44c5-a6bf-d959ffa94375,Dallas Goedert,PHI,TE,2025,1,51,82.3,29,85.3,0,0.0,7,35.0,7,100.0,0,0.0,0,0.0,6,85.7,9,90.0,5,100.0,24.1,7,10,0,6,2,62,34,20,25,5
09707a8c-a2ec-4819-ab71-6734da25111a,Deebo Samuel,WAS,WR,2025,1,51,78.5,31,83.8,1,4.0,10,34.5,8,80.0,0,0.0,0,0.0,5,83.3,6,75.0,10,100.0,32.3,6,8,1,7,0,65,37,29,25,10
5233565b-bcd1-4217-9403-e72002d2db89,Tetairoa McMillan,CAR,WR,2025,1,50,82.0,35,87.5,0,0.0,8,26.7,5,62.5,0,0.0,0,0.0,9,81.8,11,91.7,15,88.2,22.9,11,12,0,9,0,61,40,30,20,17
f508d244-a60a-4c6a-b54d-f27ae93fdfdf,D'Andre Swift,CHI,RB,2025,1,50,79.4,29,65.9,17,89.5,5,15.6,3,60.0,0,0.0,0,0.0,1,50.0,11,91.7,4,66.7,17.2,2,12,1,10,0,63,44,32,19,6
ee788fa7-565a-4400-8f89-9d245cd1e83f,Tyler Warren,IND,TE,2025,1,50,71.4,24,72.7,1,2.7,9,31.0,7,77.8,1,50.0,0,0.0,7,63.6,8,88.9,0,0.0,37.5,11,9,2,9,5,70,33,29,37,0
616e049f-104f-4aa7-bb10-d198f5954d3a,Omarion Hampton,LAC,RB,2025,1,50,80.6,25,61.0,15,83.3,2,5.9,2,100.0,0,0.0,0,0.0,5,100.0,9,81.8,0,0.0,8.0,5,11,4,8,0,62,41,34,18,0
023755cc-e6f5-49bb-a2d0-70d01f135c31,Quentin Johnston,LAC,WR,2025,1,50,80.6,36,87.8,0,0.0,7,20.6,5,71.4,2,50.0,0,0.0,3,60.0,10,90.9,0,0.0,19.4,5,11,4,8,0,62,41,34,18,0
6239402a-45bf-445b-b0d3-d536274c76e0,Travis Kelce,KC,TE,2025,1,49,84.5,38,80.9,0,0.0,3,8.6,2,66.7,0,0.0,0,0.0,4,80.0,12,100.0,12,92.3,7.9,5,12,1,12,0,58,47,35,10,13
0ea3a955-4fbe-4bf9-814b-7d987e98c589,Justin Jefferson,MIN,WR,2025,1,49,100.0,25,100.0,0,0.0,7,38.9,6,85.7,1,100.0,0,0.0,5,100.0,8,100.0,1,100.0,28.0,5,8,1,6,0,49,25,18,24,1
3be23ca8-a082-4f11-a2ca-48fae57ee15e,Saquon Barkley,PHI,RB,2025,1,49,79.0,27,79.4,18,72.0,5,25.0,5,100.0,0,0.0,2,100.0,6,85.7,7,70.0,5,100.0,18.5,7,10,0,6,2,62,34,20,25,5
b9f32830-4cc3-40fa-b660-f1c0a072c933,Cade Otton,TB,TE,2025,1,49,87.5,31,83.8,0,0.0,2,6.9,0,0.0,0,0.0,0,0.0,9,100.0,9,100.0,8,100.0,6.5,9,9,1,8,0,56,37,29,18,8
dadf0427-bf49-406b-8182-1297ca4e2e09,Tony Pollard,TEN,RB,2025,1,49,89.1,20,58.8,18,85.7,1,4.0,1,100.0,0,0.0,0,0.0,2,66.7,13,92.9,4,100.0,5.0,3,14,0,9,1,55,34,25,21,4
7bf6186d-c640-4bf6-acf0-4e8c1190c4f8,Joshua Palmer,BUF,WR,2025,1,48,61.5,40,75.5,0,0.0,9,20.9,5,55.6,1,20.0,0,0.0,5,41.7,6,60.0,8,100.0,22.5,12,10,5,9,6,78,53,43,22,8
6a406a94-9c4f-4a80-8868-dc0204fa025c,Nico Collins,HOU,WR,2025,1,48,84.2,30,88.2,0,0.0,5,19.2,3,60.0,0,0.0,0,0.0,2,66.7,9,100.0,6,75.0,16.7,3,9,0,5,0,57,34,26,23,8
50720a07-ff50-4c4d-9665-7859438e9d17,Chigoziem Okonkwo,TEN,TE,2025,1,48,87.3,28,82.4,0,0.0,4,16.0,3,75.0,0,0.0,0,0.0,2,66.7,11,78.6,4,100.0,14.3,3,14,0,9,1,55,34,25,21,4
67ed0316-707b-4d9b-bc50-71f57724646e,Xavier Legette,CAR,WR,2025,1,47,77.0,31,77.5,0,0.0,6,20.0,4,66.7,0,0.0,0,0.0,10,90.9,9,75.0,11,64.7,19.4,11,12,0,9,0,61,40,30,20,17
fcd966e3-7bc2-45b2-b302-c068f41a5ec7,Theo Johnson,NYG,TE,2025,1,47,75.8,32,71.1,0,0.0,3,11.1,2,66.7,0,0.0,0,0.0,5,100.0,14,100.0,0,0.0,9.4,5,14,2,11,1,62,45,27,17,0
3f85220c-e955-44a8-8cf5-0e2c0fcc409d,Wan'Dale Robinson,NYG,WR,2025,1,47,75.8,37,82.2,0,0.0,8,29.6,6,75.0,1,50.0,0,0.0,1,20.0,14,100.0,0,0.0,21.6,5,14,2,11,1,62,45,27,17,0
055d72e7-6860-47a7-8a55-1d757d383b71,Jauan Jennings,SF,WR,2025,1,47,65.3,26,66.7,0,0.0,5,15.2,2,40.0,1,33.3,0,0.0,6,54.5,7,77.8,0,0.0,19.2,11,9,3,9,0,72,39,33,31,0
351e754d-fc0c-4146-aea3-352204a76d36,Mike Evans,TB,WR,2025,1,47,83.9,33,89.2,0,0.0,8,27.6,5,62.5,0,0.0,0,0.0,7,77.8,9,100.0,8,100.0,24.2,9,9,1,8,0,56,37,29,18,8
0cf680c0-a4dd-48b6-abb5-440c84e31d2e,James Cook,BUF,RB,2025,1,46,59.0,27,50.9,13,59.1,5,11.6,5,100.0,0,0.0,2,33.3,9,75.0,2,20.0,3,37.5,18.5,12,10,5,9,6,78,53,43,22,8
8b6aa391-627f-45d7-bcbd-454c34dd9518,Dyami Brown,JAC,WR,2025,1,46,73.0,28,84.8,2,7.1,4,14.3,4,100.0,0,0.0,0,0.0,4,80.0,8,80.0,5,100.0,14.3,5,10,1,7,0,63,33,28,28,5
050f81c3-6e60-4792-abb3-dabc225eb210,JuJu Smith-Schuster,KC,WR,2025,1,46,79.3,38,80.9,0,0.0,5,14.3,5,100.0,0,0.0,0,0.0,3,60.0,9,75.0,12,92.3,13.2,5,12,1,12,0,58,47,35,10,13
25239300-231c-4582-9afd-19727c9c45c1,Kyren Williams,LA,RB,2025,1,46,80.7,17,53.1,18,78.3,1,3.7,1,100.0,0,0.0,2,66.7,5,100.0,8,80.0,0,0.0,5.9,5,10,1,7,3,57,32,27,23,0
37f6090b-3d04-4da4-8921-580b01eec256,Zay Flowers,BAL,WR,2025,1,45,90.0,22,100.0,2,7.1,9,50.0,7,77.8,1,100.0,0,0.0,0,0.0,11,100.0,0,0.0,40.9,0,11,1,6,0,50,22,18,28,0
e3d03a5c-a204-4db3-af94-30644d17bdb2,Javonte Williams,DAL,RB,2025,1,45,80.4,27,77.1,15,71.4,2,6.2,2,100.0,0,0.0,2,100.0,5,100.0,7,100.0,13,100.0,7.4,5,7,3,10,2,56,35,32,21,13
95265030-c6d8-4b54-8ab2-95c69ff56132,Rhamondre Stevenson,NE,RB,2025,1,45,66.2,23,43.4,7,46.7,3,7.0,2,66.7,0,0.0,1,100.0,7,77.8,6,66.7,8,72.7,13.0,9,9,3,10,1,68,53,43,15,11
d213828c-b302-459d-afff-f417e80d690c,Tyrone Tracy,NYG,RB,2025,1,45,72.6,30,66.7,10,58.8,3,11.1,3,100.0,0,0.0,0,0.0,3,60.0,13,92.9,0,0.0,10.0,5,14,2,11,1,62,45,27,17,0
a71fbfe1-26e2-41da-9c57-2bdf5e98faee,Adam Trautman,DEN,TE,2025,1,44,62.0,16,37.2,0,0.0,1,2.8,1,100.0,0,0.0,0,0.0,3,37.5,3,27.3,1,16.7,6.2,8,11,2,11,0,71,43,36,26,6
e555cbf5-05aa-4bf5-a836-21eeb37ced41,Jalen Nailor,MIN,WR,2025,1,44,89.8,24,96.0,0,0.0,1,5.6,1,100.0,0,0.0,0,0.0,5,100.0,7,87.5,1,100.0,4.2,5,8,1,6,0,49,25,18,24,1
91a5f6be-59c2-46ff-b8fa-d7fd37727a82,Demario Douglas,NE,WR,2025,1,44,64.7,39,73.6,1,6.7,5,11.6,3,60.0,2,66.7,0,0.0,6,66.7,9,100.0,9,81.8,12.8,9,9,3,10,1,68,53,43,15,11
baaf3ee6-c7a8-49e1-803e-773328aec75f,Calvin Austin III,PIT,WR,2025,1,44,81.5,29,85.3,0,0.0,6,21.4,4,66.7,1,100.0,0,0.0,3,100.0,8,100.0,5,100.0,20.7,3,8,1,6,1,54,34,28,19,5
d6ed24f0-f6c4-412b-86ab-420733ef7bb9,Cooper Kupp,SEA,WR,2025,1,44,89.8,25,96.2,0,0.0,3,13.6,3,100.0,0,0.0,0,0.0,3,75.0,7,100.0,12,100.0,12.0,4,7,0,7,2,49,26,22,24,12
99be8a87-998b-4cc0-94b2-776870d0034c,Dawson Knox,BUF,TE,2025,1,43,55.1,23,43.4,0,0.0,2,4.7,2,100.0,0,0.0,0,0.0,7,58.3,7,70.0,3,37.5,8.7,12,10,5,9,6,78,53,43,22,8
1108bce6-20ee-4dd6-b3c8-1a76ff1a0576,Tucker Kraft,GB,TE,2025,1,43,91.5,18,78.3,1,4.3,4,18.2,2,50.0,1,50.0,0,0.0,5,100.0,6,100.0,0,0.0,22.2,5,6,2,6,1,47,23,22,23,0
e342b017-bdde-4e14-8a8c-00b662da06bd,Bucky Irving,TB,RB,2025,1,43,76.8,21,56.8,14,77.8,4,13.8,4,100.0,0,0.0,0,0.0,8,88.9,2,22.2,5,62.5,19.0,9,9,1,8,0,56,37,29,18,8
1b6f2bd1-48ed-4bbb-b1da-942f81bc5b26,Elic Ayomanor,TEN,WR,2025,1,43,78.2,28,82.4,0,0.0,7,28.0,4,57.1,0,0.0,0,0.0,1,33.3,11,78.6,4,100.0,25.0,3,14,0,9,1,55,34,25,21,4
0ea7b887-760f-49d0-bc8a-47e923da68aa,Michael Wilson,ARI,WR,2025,1,42,68.9,27,71.1,0,0.0,4,14.3,1,25.0,0,0.0,0,0.0,1,50.0,12,100.0,0,0.0,14.8,2,12,1,7,1,61,38,28,23,0
7b450484-9a9c-46f0-9c2d-425b840cadd5,Ja'Marr Chase,CIN,WR,2025,1,42,85.7,27,93.1,0,0.0,5,22.7,3,60.0,0,0.0,0,0.0,5,62.5,7,87.5,2,100.0,18.5,8,8,2,8,2,49,29,22,20,2
d19fec1d-9874-4bd1-a74a-0e1cbb499bbc,Jake Ferguson,DAL,TE,2025,1,42,75.0,29,82.9,0,0.0,6,18.8,5,83.3,1,33.3,0,0.0,4,80.0,7,100.0,12,92.3,20.7,5,7,3,10,2,56,35,32,21,13
74a1fffd-b450-49af-a8db-e8ea9b9803f7,Kalif Raymond,DET,WR,2025,1,42,64.6,33,76.7,0,0.0,3,8.3,2,66.7,0,0.0,0,0.0,5,71.4,10,76.9,0,0.0,9.1,7,13,1,15,0,65,43,36,21,0
78a9587a-e70d-4ff4-9f91-de5e16e695d6,Jahmyr Gibbs,DET,RB,2025,1,42,64.6,28,65.1,9,42.9,10,27.8,10,100.0,0,0.0,0,0.0,4,57.1,7,53.8,0,0.0,35.7,7,13,1,15,0,65,43,36,21,0
677ab1ea-294d-4579-bf11-935467f6b96b,Tyquan Thornton,KC,WR,2025,1,42,72.4,38,80.9,0,0.0,4,11.4,2,50.0,0,0.0,0,0.0,2,40.0,9,75.0,9,69.2,10.5,5,12,1,12,0,58,47,35,10,13
4d9ab615-df0d-47d4-b338-f99210eed789,AJ Barner,SEA,TE,2025,1,42,85.7,19,73.1,1,4.2,2,9.1,1,50.0,0,0.0,0,0.0,4,100.0,5,71.4,11,91.7,10.5,4,7,0,7,2,49,26,22,24,12
d5ec0a76-0891-456f-ae34-2782c9a213e3,Luke Farrell,SF,TE,2025,1,42,58.3,14,35.9,0,0.0,1,3.0,1,100.0,0,0.0,0,0.0,10,90.9,1,11.1,0,0.0,7.1,11,9,3,9,0,72,39,33,31,0
31427cb3-cb95-4244-90a3-cf08814a8c85,Dalton Kincaid,BUF,TE,2025,1,41,52.6,32,60.4,0,0.0,4,9.3,4,100.0,1,20.0,0,0.0,4,33.3,4,40.0,6,75.0,12.5,12,10,5,9,6,78,53,43,22,8
4598a60e-9bd6-4bbc-9466-072b67c5af3d,Troy Franklin,DEN,WR,2025,1,41,57.7,28,65.1,0,0.0,6,16.7,5,83.3,0,0.0,0,0.0,6,75.0,4,36.4,5,83.3,21.4,8,11,2,11,0,71,43,36,26,6
ac6d8552-3395-4227-858d-5dd120166115,Josh Jacobs,GB,RB,2025,1,41,87.2,15,65.2,19,82.6,1,4.5,1,100.0,0,0.0,1,100.0,5,100.0,3,50.0,0,0.0,6.7,5,6,2,6,1,47,23,22,23,0
f40e4ea4-5fbe-48bd-9dd7-7be9dcab0390,Chuba Hubbard,CAR,RB,2025,1,40,65.6,19,47.5,16,80.0,4,13.3,4,100.0,0,0.0,0,0.0,8,72.7,2,16.7,12,70.6,21.1,11,12,0,9,0,61,40,30,20,17
