player_id,player,team,pos,season,week,snaps,snaps_pct,rush_att,rush_att_pct,inside5_rush,inside5_rush_pct,routes,routes_pct,targets,targets_pct,rec,ez_tgts,ez_tgts_pct,adot,air_yards_total,team_snaps,team_rush_att,team_inside5_rush,team_targets,team_ez_tgts,team_routes
00-0035659,Terry McLaurin,WAS,WR,2026,1,61,87.0,0,0.0,0,0.0,35,92.1,4,13.3,2,0,0.0,5.5,22.0,70,32,2,30,1,38
00-0037744,Trey McBride,ARI,TE,2026,1,60,80.0,0,0.0,0,0.0,34,87.2,13,35.1,9,1,100.0,6.8,89.0,75,34,2,37,1,39
00-0036875,Rhamondre Stevenson,NE,RB,2026,1,60,85.0,18,58.1,0,0.0,29,69.0,6,19.4,5,0,0.0,-1.0,-6.0,71,31,0,31,2,42
00-0036322,Justin Jefferson,MIN,WR,2026,1,60,92.0,0,0.0,0,0.0,30,100.0,10,41.7,8,1,50.0,8.0,80.0,65,34,2,24,2,30
00-0036900,Ja'Marr Chase,CIN,WR,2026,1,60,94.0,0,0.0,0,0.0,36,97.3,4,11.8,2,0,0.0,8.5,34.0,64,27,3,34,1,37
00-0039849,Marvin Harrison Jr.,ARI,WR,2026,1,59,79.0,0,0.0,0,0.0,34,87.2,3,8.1,1,0,0.0,23.7,71.0,75,34,2,37,1,39
00-0037238,Drake London,ATL,WR,2026,1,59,98.0,1,3.2,0,0.0,25,96.2,4,21.1,2,0,0.0,5.5,22.0,60,31,0,19,0,26
00-0036252,Michael Pittman,PIT,WR,2026,1,59,88.0,0,0.0,0,0.0,39,92.9,3,8.1,3,0,0.0,11.0,33.0,67,21,0,37,3,42
00-0039491,Jalen Coker,CAR,WR,2026,1,57,84.0,0,0.0,0,0.0,40,93.0,9,26.5,8,0,0.0,13.8,124.0,68,22,1,34,2,43
00-0039139,Jahmyr Gibbs,DET,RB,2026,1,57,74.0,29,87.9,5,100.0,17,41.5,5,12.8,5,0,0.0,-0.8,-4.0,77,33,5,39,1,41
00-0036554,Nico Collins,HOU,WR,2026,1,57,72.0,1,3.1,0,0.0,37,88.1,10,27.0,7,1,100.0,12.0,120.0,79,32,3,37,1,42
00-0039067,Rashee Rice,KC,WR,2026,1,57,83.0,0,0.0,0,0.0,30,90.9,2,8.0,2,0,0.0,3.0,6.0,69,38,1,25,0,33
00-0038129,Cade Otton,TB,TE,2026,1,56,98.0,0,0.0,0,0.0,31,86.1,5,18.5,3,0,0.0,6.4,32.0,57,20,0,27,1,36
00-0040667,Matthew Golden,GB,WR,2026,1,56,82.0,0,0.0,0,0.0,40,87.0,12,30.0,6,2,50.0,11.4,137.0,68,21,0,40,4,46
00-0040124,Tetairoa McMillan,CAR,WR,2026,1,56,82.0,0,0.0,0,0.0,39,90.7,8,23.5,5,0,0.0,14.9,119.0,68,22,1,34,2,43
00-0040735,Luther Burden III,CHI,WR,2026,1,55,73.0,1,2.6,0,0.0,27,71.1,5,19.2,5,0,0.0,7.2,36.0,75,39,4,26,3,38
00-0039880,Malik Washington,MIA,WR,2026,1,55,98.0,0,0.0,0,0.0,37,100.0,8,29.6,3,0,0.0,16.9,135.0,56,18,0,27,0,37
00-0039066,Michael Mayer,LV,TE,2026,1,55,81.0,0,0.0,0,0.0,24,77.4,7,24.1,6,1,100.0,4.0,28.0,68,37,0,29,1,31
00-0038994,Jordan Addison,MIN,WR,2026,1,54,83.0,0,0.0,0,0.0,28,93.3,2,8.3,0,0,0.0,13.5,27.0,65,34,2,24,2,30
00-0033090,Hunter Henry,NE,TE,2026,1,54,76.0,0,0.0,0,0.0,25,59.5,3,9.7,3,0,0.0,4.0,12.0,71,31,0,31,2,42
00-0036550,Rashod Bateman,BAL,WR,2026,1,53,78.0,0,0.0,0,0.0,27,90.0,1,4.2,0,0,0.0,23.0,23.0,68,37,3,24,1,30
00-0039894,Xavier Worthy,KC,WR,2026,1,53,77.0,0,0.0,0,0.0,30,90.9,6,24.0,3,0,0.0,7.0,42.0,69,38,1,25,0,33
00-0036973,Travis Etienne,NO,RB,2026,1,53,59.0,9,36.0,0,0.0,24,38.1,9,17.0,7,0,0.0,-0.2,-2.0,90,25,0,53,4,63
00-0036912,DeVonta Smith,PHI,WR,2026,1,52,95.0,0,0.0,0,0.0,33,97.1,6,27.3,3,0,0.0,13.2,79.0,55,25,0,22,2,34
00-0038124,Christian Watson,GB,WR,2026,1,52,76.0,0,0.0,0,0.0,38,82.6,8,20.0,6,1,25.0,15.9,127.0,68,21,0,40,4,46
00-0040669,Isaac TeSlaa,DET,WR,2026,1,52,68.0,0,0.0,0,0.0,32,78.0,1,2.6,0,0,0.0,3.0,3.0,77,33,5,39,1,41
00-0034351,Dallas Goedert,PHI,TE,2026,1,52,95.0,0,0.0,0,0.0,27,79.4,5,22.7,4,1,50.0,10.4,52.0,55,25,0,22,2,34
00-0034383,Dalton Schultz,HOU,TE,2026,1,52,66.0,0,0.0,0,0.0,32,76.2,8,21.6,4,0,0.0,3.2,26.0,79,32,3,37,1,42
00-0041523,Caleb Douglas,MIA,WR,2026,1,51,91.0,0,0.0,0,0.0,32,86.5,7,25.9,5,0,0.0,13.9,97.0,56,18,0,27,0,37
00-0041042,Malachi Fields,NYG,WR,2026,1,50,72.0,0,0.0,0,0.0,21,61.8,4,13.8,2,0,0.0,17.8,71.0,69,37,2,29,1,34
00-0040122,Ashton Jeanty,LV,RB,2026,1,50,74.0,23,62.2,0,0.0,19,61.3,6,20.7,6,0,0.0,3.0,18.0,68,37,0,29,1,31
00-0038393,Dontayvion Wicks,PHI,WR,2026,1,50,91.0,0,0.0,0,0.0,31,91.2,4,18.2,2,1,50.0,19.8,79.0,55,25,0,22,2,34
00-0040128,Tyler Warren,IND,TE,2026,1,50,93.0,0,0.0,0,0.0,30,88.2,5,17.2,3,0,0.0,4.6,23.0,54,20,3,29,0,34
00-0033555,Mack Hollins,NE,WR,2026,1,50,70.0,0,0.0,0,0.0,25,59.5,5,16.1,4,1,50.0,12.4,62.0,71,31,0,31,2,42
00-0037740,Garrett Wilson,NYJ,WR,2026,1,50,75.0,0,0.0,0,0.0,21,80.8,7,30.4,6,0,0.0,11.0,77.0,67,39,3,23,0,26
00-0033307,Kendrick Bourne,ARI,WR,2026,1,50,67.0,0,0.0,0,0.0,30,76.9,8,21.6,8,0,0.0,5.0,40.0,75,34,2,37,1,39
00-0033921,Chris Godwin Jr.,TB,WR,2026,1,49,86.0,1,5.0,0,0.0,32,88.9,4,14.8,4,0,0.0,0.8,3.0,57,20,0,27,1,36
00-0040129,Emeka Egbuka,TB,WR,2026,1,49,86.0,0,0.0,0,0.0,32,88.9,6,22.2,5,0,0.0,14.0,84.0,57,20,0,27,1,36
00-0037247,George Pickens,DAL,WR,2026,1,49,84.0,0,0.0,0,0.0,32,88.9,6,20.0,3,0,0.0,17.3,104.0,58,18,3,30,1,36
00-0030506,Travis Kelce,KC,TE,2026,1,49,71.0,0,0.0,0,0.0,26,78.8,5,20.0,3,0,0.0,5.8,29.0,69,38,1,25,0,33
00-0034753,Mark Andrews,BAL,TE,2026,1,49,72.0,0,0.0,0,0.0,23,76.7,6,25.0,4,0,0.0,7.3,44.0,68,37,3,24,1,30
00-0036894,Pat Freiermuth,PIT,TE,2026,1,49,73.0,0,0.0,0,0.0,31,73.8,5,13.5,5,1,33.3,4.2,21.0,67,21,0,37,3,42
00-0031408,Mike Evans,SF,WR,2026,1,49,75.0,0,0.0,0,0.0,26,72.2,7,20.6,6,1,25.0,7.9,55.0,65,30,0,34,4,36
00-0036223,Jonathan Taylor,IND,RB,2026,1,48,89.0,19,95.0,3,100.0,20,58.8,4,13.8,3,0,0.0,0.0,0.0,54,20,3,29,0,34
00-0039040,De'Von Achane,MIA,RB,2026,1,48,86.0,11,61.1,0,0.0,29,78.4,5,18.5,4,0,0.0,0.8,4.0,56,18,0,27,0,37
00-0038563,Tre Tucker,LV,WR,2026,1,48,71.0,0,0.0,0,0.0,27,87.1,4,13.8,2,0,0.0,12.5,50.0,68,37,0,29,1,31
00-0038997,Josh Downs,IND,WR,2026,1,48,89.0,0,0.0,0,0.0,32,94.1,4,13.8,2,0,0.0,9.0,36.0,54,20,3,29,0,34
00-0036555,Chuba Hubbard,CAR,RB,2026,1,48,71.0,10,45.5,1,100.0,25,58.1,3,8.8,3,1,50.0,0.0,0.0,68,22,1,34,2,43
00-0038104,Tyquan Thornton,KC,WR,2026,1,47,68.0,0,0.0,0,0.0,24,72.7,1,4.0,0,0,0.0,36.0,36.0,69,38,1,25,0,33
00-0036358,CeeDee Lamb,DAL,WR,2026,1,47,81.0,1,5.6,0,0.0,29,80.6,8,26.7,5,1,100.0,11.2,90.0,58,18,3,30,1,36
00-0041037,Denzel Boston,CLE,WR,2026,1,47,92.0,0,0.0,0,0.0,30,96.8,4,18.2,2,1,100.0,28.5,114.0,51,22,1,22,1,31
00-0036244,Colby Parkinson,LA,TE,2026,1,47,77.0,0,0.0,0,0.0,18,62.1,2,7.4,1,0,0.0,4.5,9.0,61,29,3,27,0,29
00-0038134,Kenneth Walker III,KC,RB,2026,1,47,68.0,23,60.5,1,100.0,15,45.5,6,24.0,3,0,0.0,-0.3,-2.0,69,38,1,25,0,33
00-0036887,Luke Farrell,SF,TE,2026,1,46,71.0,0,0.0,0,0.0,19,52.8,2,5.9,2,0,0.0,1.5,3.0,65,30,0,34,4,36
00-0038597,Chase Brown,CIN,RB,2026,1,46,72.0,16,59.3,3,100.0,20,54.1,6,17.6,5,0,0.0,-2.0,-12.0,64,27,3,34,1,37
00-0038542,Bijan Robinson,ATL,RB,2026,1,46,77.0,21,67.7,0,0.0,21,80.8,10,52.6,8,0,0.0,-3.0,-30.0,60,31,0,19,0,26
00-0039890,Adonai Mitchell,NYJ,WR,2026,1,46,69.0,0,0.0,0,0.0,21,80.8,3,13.0,3,0,0.0,19.7,59.0,67,39,3,23,0,26
00-0036410,Tee Higgins,CIN,WR,2026,1,46,72.0,0,0.0,0,0.0,31,83.8,6,17.6,3,0,0.0,19.5,117.0,64,27,3,34,1,37
00-0038543,Jaxon Smith-Njigba,SEA,WR,2026,1,45,90.0,0,0.0,0,0.0,26,96.3,11,45.8,8,1,100.0,6.9,76.0,50,22,0,24,1,27
00-0038996,Tucker Kraft,GB,TE,2026,1,45,66.0,0,0.0,0,0.0,22,47.8,6,15.0,3,0,0.0,13.7,82.0,68,21,0,40,4,46
00-0032464,Kalif Raymond,CHI,WR,2026,1,45,60.0,0,0.0,0,0.0,22,57.9,9,34.6,8,0,0.0,7.2,65.0,75,39,4,26,3,38
00-0031588,Stefon Diggs,WAS,WR,2026,1,44,63.0,0,0.0,0,0.0,25,65.8,9,30.0,4,0,0.0,9.2,83.0,70,32,2,30,1,38
00-0037263,Tyler Allgeier,ARI,RB,2026,1,44,59.0,17,50.0,1,50.0,14,35.9,2,5.4,2,0,0.0,-2.5,-5.0,75,34,2,37,1,39
00-0038621,DeMario Douglas,NE,WR,2026,1,44,62.0,0,0.0,0,0.0,33,78.6,7,22.6,5,0,0.0,6.3,44.0,71,31,0,31,2,42
00-0038618,Xavier Hutchinson,HOU,WR,2026,1,44,56.0,0,0.0,0,0.0,29,69.0,6,16.2,3,0,0.0,9.5,57.0,79,32,3,37,1,42
00-0034827,DJ Moore,BUF,WR,2026,1,44,76.0,0,0.0,0,0.0,26,81.2,8,27.6,5,0,0.0,19.8,158.0,58,21,1,29,2,32
00-0040736,Mason Taylor,NYJ,TE,2026,1,44,66.0,0,0.0,0,0.0,16,61.5,3,13.0,2,0,0.0,0.3,1.0,67,39,3,23,0,26
00-0038041,Jake Ferguson,DAL,TE,2026,1,44,76.0,0,0.0,0,0.0,27,75.0,2,6.7,2,0,0.0,3.0,6.0,58,18,3,30,1,36
00-0039793,AJ Barner,SEA,TE,2026,1,44,88.0,0,0.0,0,0.0,19,70.4,2,8.3,2,0,0.0,-0.5,-1.0,50,22,0,24,1,27
00-0041438,Carnell Tate,TEN,WR,2026,1,44,88.0,0,0.0,0,0.0,36,92.3,6,21.4,4,0,0.0,11.2,67.0,50,14,0,28,2,39
00-0039075,Puka Nacua,LA,WR,2026,1,43,70.0,0,0.0,0,0.0,20,69.0,9,33.3,5,0,0.0,12.8,115.0,61,29,3,27,0,29
00-0038544,Quentin Johnston,LAC,WR,2026,1,43,78.0,0,0.0,0,0.0,27,77.1,6,22.2,2,0,0.0,6.5,39.0,55,21,0,27,1,35
00-0035229,T.J. Hockenson,MIN,TE,2026,1,43,66.0,0,0.0,0,0.0,23,76.7,5,20.8,4,1,50.0,3.4,17.0,65,34,2,24,2,30
00-0038558,Darnell Washington,PIT,TE,2026,1,43,64.0,0,0.0,0,0.0,16,38.1,2,5.4,2,0,0.0,3.0,6.0,67,21,0,37,3,42
00-0041048,Ted Hurst III,TB,WR,2026,1,43,75.0,0,0.0,0,0.0,30,83.3,3,11.1,3,0,0.0,11.3,34.0,57,20,0,27,1,36
00-0037252,Greg Dulcich,MIA,TE,2026,1,43,77.0,0,0.0,0,0.0,28,75.7,2,7.4,2,0,0.0,0.5,1.0,56,18,0,27,0,37
00-0036290,Cole Kmet,CHI,TE,2026,1,43,57.0,0,0.0,0,0.0,19,50.0,3,11.5,2,1,33.3,15.7,47.0,75,39,4,26,3,38
00-0036275,D'Andre Swift,CHI,RB,2026,1,43,57.0,18,46.2,3,75.0,9,23.7,1,3.8,1,0,0.0,4.0,4.0,75,39,4,26,3,38
00-0040715,Cam Skattebo,NYG,RB,2026,1,42,61.0,18,48.6,2,100.0,13,38.2,0,0.0,0,0,0.0,0.0,0.0,69,37,2,29,1,34
00-0037248,James Cook,BUF,RB,2026,1,42,72.0,13,61.9,0,0.0,16,50.0,4,13.8,3,0,0.0,-1.0,-4.0,58,21,1,29,2,32
00-0034798,Durham Smythe,BAL,TE,2026,1,42,62.0,0,0.0,0,0.0,9,30.0,1,4.2,1,0,0.0,4.0,4.0,68,37,3,24,1,30
00-0040663,Harold Fannin Jr.,CLE,TE,2026,1,42,82.0,0,0.0,0,0.0,24,77.4,3,13.6,2,0,0.0,3.3,10.0,51,22,1,22,1,31
00-0035249,Josh Oliver,MIN,TE,2026,1,42,65.0,0,0.0,0,0.0,9,30.0,4,16.7,2,0,0.0,3.2,13.0,65,34,2,24,2,30
00-0035631,Drew Sample,CIN,TE,2026,1,42,66.0,0,0.0,0,0.0,13,35.1,3,8.8,3,0,0.0,0.0,0.0,64,27,3,34,1,37
00-0038933,Dalton Kincaid,BUF,TE,2026,1,42,72.0,0,0.0,0,0.0,22,68.8,6,20.7,5,0,0.0,16.3,98.0,58,21,1,29,2,32
00-0032775,Demarcus Robinson,SF,WR,2026,1,41,63.0,0,0.0,0,0.0,21,58.3,3,8.8,2,2,50.0,15.0,45.0,65,30,0,34,4,36
00-0036997,Javonte Williams,DAL,RB,2026,1,41,71.0,12,66.7,3,100.0,20,55.6,5,16.7,5,0,0.0,-2.2,-11.0,58,18,3,30,1,36
00-0038117,Wan'Dale Robinson,TEN,WR,2026,1,41,82.0,0,0.0,0,0.0,34,87.2,6,21.4,5,0,0.0,3.8,23.0,50,14,0,28,2,39
00-0040727,Tre Harris,LAC,WR,2026,1,41,75.0,0,0.0,0,0.0,27,77.1,6,22.2,3,0,0.0,7.8,47.0,55,21,0,27,1,35
00-0039410,Ryan Flournoy,DAL,WR,2026,1,41,71.0,0,0.0,0,0.0,26,72.2,4,13.3,2,0,0.0,5.8,23.0,58,18,3,30,1,36
00-0037291,Jalen Nailor,LV,WR,2026,1,41,60.0,0,0.0,0,0.0,19,61.3,5,17.2,3,0,0.0,12.8,64.0,68,37,0,29,1,31
00-0037816,Romeo Doubs,NE,WR,2026,1,40,56.0,0,0.0,0,0.0,32,76.2,3,9.7,0,0,0.0,25.0,75.0,71,31,0,31,2,42
00-0040583,Woody Marks,HOU,RB,2026,1,40,51.0,9,28.1,0,0.0,14,33.3,1,2.7,1,0,0.0,-2.0,-2.0,79,32,3,37,1,42
00-0039451,Isaiah Williams,NYJ,WR,2026,1,40,60.0,0,0.0,0,0.0,19,73.1,1,4.3,1,0,0.0,7.0,7.0,67,39,3,23,0,26
00-0035685,David Montgomery,HOU,RB,2026,1,39,49.0,20,62.5,3,100.0,14,33.3,3,8.1,3,0,0.0,1.7,5.0,79,32,3,37,1,42
00-0036754,Brock Wright,DET,TE,2026,1,39,51.0,0,0.0,0,0.0,7,17.1,1,2.6,1,0,0.0,2.0,2.0,77,33,5,39,1,41
00-0038935,Brenton Strange,JAC,TE,2026,1,39,68.0,0,0.0,0,0.0,16,64.0,3,14.3,2,1,33.3,11.3,34.0,57,32,0,21,3,25
00-0035689,Dawson Knox,BUF,TE,2026,1,39,67.0,0,0.0,0,0.0,12,37.5,1,3.4,1,0,0.0,2.0,2.0,58,21,1,29,2,32
00-0033908,Cooper Kupp,SEA,WR,2026,1,39,78.0,0,0.0,0,0.0,21,77.8,3,12.5,2,0,0.0,16.3,49.0,50,22,0,24,1,27
00-0037840,Kyren Williams,LA,RB,2026,1,39,64.0,11,37.9,2,66.7,20,69.0,3,11.1,3,0,0.0,2.3,7.0,61,29,3,27,0,29
00-0037809,Chig Okonkwo,WAS,TE,2026,1,39,56.0,0,0.0,0,0.0,22,57.9,3,10.0,2,0,0.0,13.0,39.0,70,32,2,30,1,38
00-0034348,Courtland Sutton,DEN,WR,2026,1,39,76.0,0,0.0,0,0.0,29,87.9,5,18.5,2,0,0.0,8.0,40.0,51,15,0,27,1,33
00-0034844,Saquon Barkley,PHI,RB,2026,1,39,71.0,15,60.0,0,0.0,10,29.4,2,9.1,1,0,0.0,-0.5,-1.0,55,25,0,22,2,34
00-0038619,Andrei Iosivas,CIN,WR,2026,1,39,61.0,0,0.0,0,0.0,26,70.3,3,8.8,2,0,0.0,5.0,15.0,64,27,3,34,1,37
00-0036309,Darnell Mooney,NYG,WR,2026,1,39,57.0,0,0.0,0,0.0,26,76.5,2,6.9,2,0,0.0,12.5,25.0,69,37,2,29,1,34
00-0039146,Jayden Reed,GB,WR,2026,1,39,57.0,0,0.0,0,0.0,29,63.0,7,17.5,3,0,0.0,7.1,50.0,68,21,0,40,4,46
00-0038120,Breece Hall,NYJ,RB,2026,1,39,58.0,22,56.4,2,66.7,8,30.8,2,8.7,2,0,0.0,1.5,3.0,67,39,3,23,0,26
00-0036139,Rico Dowdle,PIT,RB,2026,1,39,58.0,8,38.1,0,0.0,21,50.0,5,13.5,2,0,0.0,0.8,4.0,67,21,0,37,3,42
00-0036970,Kyle Pitts,ATL,TE,2026,1,38,63.0,0,0.0,0,0.0,21,80.8,1,5.3,0,0,0.0,26.0,26.0,60,31,0,19,0,26
00-0040584,Gunnar Helm,TEN,TE,2026,1,38,76.0,0,0.0,0,0.0,22,56.4,5,17.9,4,1,50.0,3.4,17.0,50,14,0,28,2,39
00-0036613,Jaylen Waddle,DEN,WR,2026,1,38,75.0,0,0.0,0,0.0,27,81.8,3,11.1,1,0,0.0,4.3,13.0,51,15,0,27,1,33
00-0041395,Eli Raridon,NE,TE,2026,1,38,54.0,0,0.0,0,0.0,10,23.8,1,3.2,1,1,50.0,2.0,2.0,71,31,0,31,2,42
00-0036637,Noah Gray,KC,TE,2026,1,38,55.0,0,0.0,0,0.0,11,33.3,1,4.0,1,0,0.0,5.0,5.0,69,38,1,25,0,33
00-0037741,Jahan Dotson,ATL,WR,2026,1,38,63.0,0,0.0,0,0.0,19,73.1,3,15.8,1,0,0.0,17.3,52.0,60,31,0,19,0,26
00-0041503,Nate Boerkircher,JAC,TE,2026,1,38,67.0,0,0.0,0,0.0,10,40.0,1,4.8,1,0,0.0,2.0,2.0,57,32,0,21,3,25
00-0037005,Tommy Tremble,CAR,TE,2026,1,38,56.0,0,0.0,0,0.0,18,41.9,5,14.7,3,0,0.0,4.6,23.0,68,22,1,34,2,43
00-0038685,Chris Brooks,GB,RB,2026,1,38,56.0,7,33.3,0,0.0,10,21.7,1,2.5,0,0,0.0,-6.0,-6.0,68,21,0,40,4,46
00-0036429,Charlie Woerner,ATL,TE,2026,1,37,62.0,0,0.0,0,0.0,10,38.5,0,0.0,0,0,0.0,0.0,0.0,60,31,0,19,0,26
00-0035644,Noah Fant,NO,TE,2026,1,37,41.0,0,0.0,0,0.0,18,28.6,8,15.1,4,1,25.0,6.0,48.0,90,25,0,53,4,63
00-0036626,Dyami Brown,WAS,WR,2026,1,37,53.0,0,0.0,0,0.0,23,60.5,2,6.7,0,0,0.0,32.0,64.0,70,32,2,30,1,38
00-0039739,Roman Wilson,PIT,WR,2026,1,37,55.0,0,0.0,0,0.0,27,64.3,6,16.2,3,1,33.3,21.0,126.0,67,21,0,37,3,42
00-0034960,Jakobi Meyers,JAC,WR,2026,1,37,65.0,1,3.1,0,0.0,20,80.0,2,9.5,2,1,33.3,14.5,29.0,57,32,0,21,3,25
00-0032764,Derrick Henry,BAL,RB,2026,1,37,54.0,24,64.9,2,66.7,5,16.7,1,4.2,1,0,0.0,-1.0,-1.0,68,37,3,24,1,30
00-0039337,Malik Nabers,NYG,WR,2026,1,36,52.0,0,0.0,0,0.0,24,70.6,9,31.0,6,0,0.0,11.4,103.0,69,37,2,29,1,34
00-0039919,Rome Odunze,CHI,WR,2026,1,36,48.0,0,0.0,0,0.0,22,57.9,3,11.5,2,0,0.0,30.0,90.0,75,39,4,26,3,38
00-0039342,Xavier Legette,CAR,WR,2026,1,36,53.0,0,0.0,0,0.0,27,62.8,2,5.9,0,0,0.0,10.0,20.0,68,22,1,34,2,43
00-0038608,Kayshon Boutte,HOU,WR,2026,1,36,46.0,0,0.0,0,0.0,27,64.3,2,5.4,1,0,0.0,16.0,32.0,79,32,3,37,1,42
00-0033280,Christian McCaffrey,SF,RB,2026,1,36,55.0,10,33.3,0,0.0,21,58.3,8,23.5,5,0,0.0,-0.4,-3.0,65,30,0,34,4,36
00-0030279,Keenan Allen,IND,WR,2026,1,36,67.0,0,0.0,0,0.0,26,76.5,6,20.7,6,0,0.0,3.7,22.0,54,20,3,29,0,34
00-0040867,Makai Lemon,PHI,WR,2026,1,35,64.0,0,0.0,0,0.0,29,85.3,4,18.2,3,0,0.0,0.0,0.0,55,25,0,22,2,34
00-0038606,Parker Washington,JAC,WR,2026,1,35,61.0,0,0.0,0,0.0,18,72.0,6,28.6,5,0,0.0,17.0,102.0,57,32,0,21,3,25
00-0041547,KC Concepcion,CLE,WR,2026,1,35,69.0,3,13.6,0,0.0,20,64.5,5,22.7,4,0,0.0,12.6,63.0,51,22,1,22,1,31
00-0034981,Foster Moreau,HOU,TE,2026,1,35,44.0,0,0.0,0,0.0,9,21.4,2,5.4,2,0,0.0,3.5,7.0,79,32,3,37,1,42
00-0039361,Bucky Irving,TB,RB,2026,1,35,61.0,8,40.0,0,0.0,21,58.3,7,25.9,7,0,0.0,-3.6,-25.0,57,20,0,27,1,36
00-0036628,John Bates,WAS,TE,2026,1,34,49.0,0,0.0,0,0.0,10,26.3,4,13.3,2,0,0.0,1.5,6.0,70,32,2,30,1,38
00-0040277,Jahdae Walker,CHI,WR,2026,1,34,45.0,0,0.0,0,0.0,16,42.1,1,3.8,1,1,33.3,1.0,1.0,75,39,4,26,3,38
00-0040242,Jacory Croskey-Merritt,WAS,RB,2026,1,34,49.0,16,50.0,1,50.0,13,34.2,1,3.3,1,0,0.0,-7.0,-7.0,70,32,2,30,1,38
00-0037838,Isaiah Likely,NYG,TE,2026,1,34,49.0,0,0.0,0,0.0,23,67.6,8,27.6,8,1,100.0,8.0,64.0,69,37,2,29,1,34
00-0040784,Quinshon Judkins,CLE,RB,2026,1,33,65.0,12,54.5,1,100.0,13,41.9,2,9.1,2,0,0.0,0.5,1.0,51,22,1,22,1,31
00-0031381,Davante Adams,LA,WR,2026,1,33,54.0,0,0.0,0,0.0,21,72.4,6,22.2,3,0,0.0,12.2,73.0,61,29,3,27,0,29
00-0037545,Rashid Shaheed,SEA,WR,2026,1,33,66.0,0,0.0,0,0.0,20,74.1,3,12.5,1,0,0.0,6.3,19.0,50,22,0,24,1,27
00-0036407,Jerry Jeudy,CLE,WR,2026,1,32,63.0,0,0.0,0,0.0,25,80.6,4,18.2,2,0,0.0,10.0,40.0,51,22,1,22,1,31
00-0040666,Omarion Hampton,LAC,RB,2026,1,32,58.0,12,57.1,0,0.0,11,31.4,0,0.0,0,0,0.0,0.0,0.0,55,21,0,27,1,35
00-0033858,Jonnu Smith,GB,TE,2026,1,32,47.0,0,0.0,0,0.0,17,37.0,3,7.5,2,0,0.0,8.0,24.0,68,21,0,40,4,46
00-0041027,Jeremiyah Love,ARI,RB,2026,1,32,43.0,11,32.4,1,50.0,15,38.5,4,10.8,2,0,0.0,1.2,5.0,75,34,2,37,1,39
00-0033881,Evan Engram,DEN,TE,2026,1,32,63.0,0,0.0,0,0.0,22,66.7,5,18.5,4,1,100.0,3.6,18.0,51,15,0,27,1,33
00-0040236,Kyle Monangai,CHI,RB,2026,1,32,43.0,10,25.6,0,0.0,15,39.5,2,7.7,2,0,0.0,4.5,9.0,75,39,4,26,3,38
00-0039847,Theo Johnson,NYG,TE,2026,1,32,46.0,0,0.0,0,0.0,15,44.1,1,3.4,1,0,0.0,2.0,2.0,69,37,2,29,1,34
00-0034837,Calvin Ridley,TEN,WR,2026,1,32,64.0,0,0.0,0,0.0,25,64.1,0,0.0,0,0,0.0,0.0,0.0,50,14,0,28,2,39
00-0037664,Alec Pierce,IND,WR,2026,1,32,59.0,0,0.0,0,0.0,22,64.7,6,20.7,4,0,0.0,17.2,103.0,54,20,3,29,0,34
00-0034365,Ian Thomas,LV,TE,2026,1,31,46.0,0,0.0,0,0.0,2,6.5,0,0.0,0,0,0.0,0.0,0.0,68,37,0,29,1,31
