Rank,Player,Team,Position
61,Khalil Shakir,BUF,WR
62,Bam Knight,ARI,RB
63,Mark Andrews,BAL,TE
64,Hunter Henry,NE,TE
65,Bhayshul Tuten,JAC,RB
66,Christian Watson,GB,WR
67,Darnell Mooney,NYG,WR
68,Ricky Pearsall,SF,WR
69,Parker Washington,JAC,WR
70,Dallas Goedert,PHI,TE
71,Jake Ferguson,DAL,TE
72,Xavier Worthy,KC,WR
73,Zach Charbonnet,SEA,RB
74,Theo Johnson,NYG,TE
75,Jordan Addison,MIN,WR
76,Tre Tucker,LV,WR
77,Rachaad White,WAS,RB
78,Rhamondre Stevenson,NE,RB
79,DJ Moore,BUF,WR
80,Luther Burden III,CHI,WR
81,Tony Pollard,TEN,RB
82,Cade Otton,TB,TE
83,Andrei Iosivas,CIN,WR
84,Dalton Schultz,HOU,TE
85,Kenny Gainwell,TB,RB
86,Tez Johnson,TB,WR
87,Juwan Johnson,NO,TE
88,Tyjae Spears,TEN,RB
89,Greg Dortch,BUF,WR
90,Rashid Shaheed,SEA,WR
91,Josh Downs,IND,WR
92,Kayshon Boutte,HOU,WR
93,Kyle Monangai,CHI,RB
94,AJ Barner,SEA,TE
95,Chimere Dike,TEN,WR
96,Mack Hollins,NE,WR
97,Michael Carter,TEN,RB
98,Harold Fannin Jr.,CLE,TE
99,Jerry Jeudy,CLE,WR
100,Devin Singletary,NYG,RB
101,Cooper Kupp,SEA,WR
102,Darius Slayton,NYG,WR
103,Jayden Higgins,HOU,WR
104,Colston Loveland,CHI,TE
105,Mason Taylor,NYJ,TE
106,Tyler Allgeier,ARI,RB
107,Chris Godwin Jr.,TB,WR
108,Mike Gesicki,CIN,TE
109,Noah Fant,NO,TE
110,Adonai Mitchell,NYJ,WR
111,Isaiah Likely,NYG,TE
112,DeAndre Hopkins,BAL,WR
113,Blake Corum,LAR,RB
114,Van Jefferson,WAS,WR
115,Brian Robinson Jr.,ATL,RB
116,Jalen Coker,CAR,WR
117,Brock Wright,DET,TE
118,Brenton Strange,JAC,TE
119,Joshua Palmer,BUF,WR
120,Xavier Legette,CAR,WR
121,Dawson Knox,BUF,TE
122,Dontayvion Wicks,PHI,WR
123,Hollywood Brown,PHI,WR
124,Tyrell Shavers,BUF,WR
125,DeMario Douglas,NE,WR
126,Devaughn Vele,NO,WR
127,T.J. Hockenson,MIN,TE
128,Cedric Tillman,NO,WR
129,Roman Wilson,FA,WR
130,Gabe Davis,FA,WR
131,Taysom Hill,FA,TE
132,John Metchie III,CAR,WR
133,Isaiah Hodgins,FA,WR
134,Darnell Washington,PIT,TE
135,Tyler Lockett,LV,WR
136,David Njoku,LAC,TE
137,Calvin Austin III,NYG,WR
138,Devin Neal,FA,RB
139,Chuba Hubbard,CAR,RB
140,Colby Parkinson,LAR,TE
141,Sterling Shepard,FA,WR
142,Jordan Mason,MIN,RB
143,Chris Brooks,GB,RB
144,Chig Okonkwo,WAS,TE
145,KhaDarel Hodge,SF,WR
146,Tim Patrick,NYJ,WR
147,Michael Mayer,LV,TE
148,Nick Chubb,FA,RB
149,Isaiah Davis,NYJ,RB
150,Christian Kirk,SF,WR
151,Keaton Mitchell,LAC,RB
152,Jalen Nailor,LV,WR
153,Pat Freiermuth,PIT,TE
154,Jonnu Smith,GB,TE
155,Kalif Raymond,CHI,WR
156,Elijah Moore,PHI,WR
157,Brashard Smith,KC,RB
158,Mitch Tinsley,HOU,WR
159,Terrance Ferguson,LAR,TE
160,Ty Johnson,BUF,RB
161,David Sills V,TB,WR
162,Luke Musgrave,GB,TE
163,Ja'Tavion Sanders,CAR,TE
164,Isaac TeSlaa,DET,WR
165,Xavier Weaver,FA,WR
166,Justice Hill,BAL,RB
167,Demarcus Robinson,SF,WR
168,Gunnar Helm,TEN,TE
169,Isaiah Williams,NYJ,WR
170,Cole Kmet,CHI,TE
171,Xavier Hutchinson,HOU,WR
172,Elijah Arroyo,SEA,TE
173,Olamide Zaccheaus,ATL,WR
174,Jaylin Noel,HOU,WR
175,KaVontae Turpin,DAL,WR
176,Elijah Higgins,ARI,TE
177,Kyle Williams,NE,WR
178,Mason Kinsey,FA,WR
179,Kyle Juszczyk,SF,RB
180,Tank Bigsby,PHI,RB
181,Jalin Hyatt,NYG,WR
182,Austin Hooper,ATL,TE
183,Raheem Mostert,LV,RB
184,Davis Allen,LAR,TE
185,Noah Gray,KC,TE
186,Ryan Flournoy,DAL,WR
187,Tyquan Thornton,KC,WR
188,Tommy Tremble,CAR,TE
189,Jordan Whittington,LAR,WR
190,Dyami Brown,WAS,WR
191,Kendrick Bourne,ARI,WR
192,Jahan Dotson,ATL,WR
193,JuJu Smith-Schuster,FA,WR
194,Dylan Sampson,CLE,RB
195,John FitzPatrick,FA,TE
196,Mason Tipton,NO,WR
197,Isaiah Bond,CLE,WR
198,Jackson Hawes,BUF,TE
199,Malik Davis,DAL,RB
200,Daniel Bellinger,TEN,TE
201,Jeremy Ruckert,NYJ,TE
202,Savion Williams,GB,WR
203,Dont'e Thornton Jr.,LV,WR
204,Kaleb Johnson,GB,RB
205,Foster Moreau,HOU,TE
206,Jerome Ford,WAS,RB
207,Tylan Wallace,CLE,WR
208,Jack Bech,LV,WR
209,Arian Smith,NYJ,WR
210,Terrell Jennings,FA,RB
211,Malachi Corley,CLE,WR
212,Johnny Mundt,PHI,TE
213,Tanner Hudson,CIN,TE
214,Cade Stover,HOU,TE
215,Charlie Kolar,LAC,TE
216,Xavier Restrepo,TEN,WR
217,Andre Baccellia,FA,WR
218,Jimmy Horn Jr.,CAR,WR
219,Luke Schoonmaker,DAL,TE
220,Josh Whyle,GB,TE
221,Brycen Tremayne,CAR,WR
222,Mitchell Evans,CAR,TE
223,Adam Thielen,FA,WR
224,Mo Alie-Cox,IND,TE
225,Charlie Jones,NYG,WR
226,Will Shipley,PHI,RB
227,Ashton Dulin,IND,WR
228,Drew Sample,CIN,TE
229,LeQuint Allen Jr.,JAC,RB
230,Ray Davis,BUF,RB
231,Josh Oliver,MIN,TE
232,Tahj Brooks,CIN,RB
233,Grant Calcaterra,PHI,TE
234,Devontez Walker,BAL,WR
235,James Proche II,FA,WR
236,Luke Farrell,SF,TE
237,Charlie Woerner,ATL,TE
238,Allen Lazard,FA,WR
239,Quintin Morris,JAC,TE
240,Konata Mumpfield,LAR,WR
241,George Holani,SEA,RB
242,Kylen Granson,TEN,TE
243,Ameer Abdullah,JAC,RB
244,Keleki Latu,BUF,TE
245,Dante Pettis,FA,WR
246,Hunter Luepke,DAL,RB
247,Cody White,FA,WR
248,Austin Trammell,JAC,WR
249,Connor Heyward,LV,TE
250,Ross Dwelley,FA,TE
251,Bo Melton,GB,WR
252,Kameron Johnson,TB,WR
253,Brevyn Spann-Ford,DAL,TE
254,Kevin Austin Jr.,NO,WR
255,Ian Thomas,LV,TE
256,Drew Ogletree,IND,TE
257,Tyler Goodson,ATL,RB
258,Trevor Etienne,CAR,RB
259,Ben Skowronek,PIT,WR
260,Malik Heath,FA,WR
261,Durham Smythe,BAL,TE
262,Dare Ogunbowale,LV,RB
263,Gage Larvadain,FA,WR
264,Gunner Olszewski,NYG,WR
265,Clyde Edwards-Helaire,FA,RB
266,Jake Tonges,SF,TE
267,Darius Cooper,PHI,WR
268,LaJohntay Wester,BAL,WR
269,Jack Westover,WAS,TE
270,Robert Tonyan,PIT,TE
271,Payne Durham,TB,TE
272,Jermar Jefferson,MIN,RB
273,Andrew Beck,NYJ,RB
274,Nick Kallerup,SEA,TE
275,Dylan Laube,LV,RB
276,Patrick Ricard,NYG,RB
277,Ryan Miller,MIA,WR
278,Josiah Deguara,FA,TE
279,Zaire Mitchell-Paden,HOU,TE
280,Zavier Scott,CHI,RB
281,Jake Bobo,SEA,WR
282,Xavier Gipson,FA,WR
283,C.J. Ham,FA,RB
284,Teagan Quitoriano,ARI,TE
285,Pierre Strong Jr.,GB,RB
286,Kendall Milton,CIN,RB
287,Robbie Ouzts,SEA,TE
288,David Martin-Robinson,TEN,TE
289,Blake Whiteheart,CLE,TE
290,Brennan Presley,LAR,WR
291,Alex Bachman,LAR,WR
292,Jack Stoll,FA,TE
293,Reggie Gilliam,NE,RB
294,Jakob Johnson,FA,RB
295,British Brooks,HOU,RB
296,Gary Brightwell,FA,RB
297,Brittain Brown,CHI,RB
298,Julius Chestnut,TEN,RB
299,Devin Duvernay,ARI,WR
300,Owen Wright,FA,RB
301,Chris Manhertz,NYG,TE
302,Isaac Guerendo,SF,RB
303,Kene Nwangwu,NYJ,RB
304,Sione Vaki,DET,RB
305,Nikko Remigio,KC,WR
306,Jamal Agnew,FA,WR
307,Devin Culp,FA,TE
308,Scotty Miller,CHI,WR
309,Jordan Franks,FA,TE
310,Stone Smartt,NO,TE
311,Eric Gray,FA,RB
312,Nikola Kalinic,CHI,TE
313,Ben Sims,MIA,TE
314,Kalel Mullings,TEN,RB
315,Skyy Moore,GB,WR
316,Anthony Gould,FA,WR
317,Trey Sermon,ATL,RB
318,Lew Nichols III,PIT,RB
319,Dalen Cambre,NYG,WR
