Salary Cap Values #3
Overall,Bye Week,VALUES,Tags,Expert Notes,,QB,Bye Week,VALUES,Tags,Expert Notes,,RB,Bye Week,VALUES,Tags,Expert Notes,,WR,Bye Week,VALUES,Tags,Expert Notes,,TE,Bye Week,VALUES,Tags,Expert Notes,,K,Bye Week,VALUES,Tags,Expert Notes,,DST,Bye Week,VALUES,Tags,Expert Notes,,DB,Bye Week,VALUES,Tags,Expert Notes,,
James Cook III (RB - BUF),7,$38,,,,Patrick Mahomes II - KC,5,$4,,,,Chase Brown - CIN,6,$31,,,,Nico Collins - HOU,8,$23,,,,Mark Andrews - BAL,13,$6,,,,Harrison Butker - KC,5,$0,,,,Philadelphia Eagles,10,$0,,,,,,,,,,
Saquon Barkley (RB - PHI),10,$34,,,,Justin Herbert - LAC,7,$3,,,,Omarion Hampton - LAC,7,$30,,,,Chris Olave - NO,8,$22,,,,George Kittle - SF,8,$5,,,,Will Reichard - MIN,6,$0,,,,Chicago Bears,10,$0,,,,,,,,,,
Josh Jacobs (RB - GB),11,$33,,,,Caleb Williams - CHI,10,$3,,,,Kyren Williams - LAR,11,$29,,,,Zay Flowers - BAL,13,$21,,,,Dalton Kincaid - BUF,7,$4,,,,Cam Little - JAC,7,$0,,,,Baltimore Ravens,13,$0,,,,,,,,,,
Ashton Jeanty (RB - LV),13,$32,,,,Bo Nix - DEN,10,$3,,,,Breece Hall - NYJ,13,$28,,,,Emeka Egbuka - TB,10,$19,,,,Isaiah Likely - NYG,8,$4,,,,Evan McPherson - CIN,6,$0,,,,Cleveland Browns,11,$0,,,,,,,,,,
Drake London (WR - ATL),11,$32,,,,Matthew Stafford - LAR,11,$2,,,,Kenneth Walker III - KC,5,$28,,,,Davante Adams - LAR,11,$18,,,,Hunter Henry - NE,11,$3,,,,Nick Folk - ATL,11,$0,,,,New Orleans Saints,8,$0,,,,,,,,,,
Chase Brown (RB - CIN),6,$31,,,,Jared Goff - DET,6,$1,,,,Jeremiyah Love - ARI,14,$27,,,,Jameson Williams - DET,6,$18,,,,Jake Ferguson - DAL,14,$1,,,,Wil Lutz - DEN,10,$0,,,,Cincinnati Bengals,6,$0,,,,,,,,,,
Omarion Hampton (RB - LAC),7,$30,,,,Tyler Shough - NO,8,$0,,,,Javonte Williams - DAL,14,$26,,,,Tee Higgins - CIN,6,$17,,,,Brenton Strange - JAC,7,$1,,,,Trey Smack - GB,11,$0,,,,Jacksonville Jaguars,7,$0,,,,,,,,,,
Kyren Williams (RB - LAR),11,$29,,,,Baker Mayfield - TB,10,$0,,,,Cam Skattebo - NYG,8,$26,,,,Tetairoa McMillan - CAR,5,$16,,,,Juwan Johnson - NO,8,$0,,,,Tyler Bass - BUF,7,$0,,,,New England Patriots,11,$0,,,,,,,,,,
Breece Hall (RB - NYJ),13,$28,,,,Kyler Murray - MIN,6,$0,,,,Travis Etienne Jr. - NO,8,$23,,,,DeVonta Smith - PHI,10,$16,,,,Dalton Schultz - HOU,8,$0,,,,Charlie Smyth - NO,8,$0,,,,Tampa Bay Buccaneers,10,$0,,,,,,,,,,
Kenneth Walker III (RB - KC),5,$28,,,,Malik Willis - MIA,6,$0,,,,D'Andre Swift - CHI,10,$23,,,,Malik Nabers - NYG,8,$16,,,,Pat Freiermuth - PIT,9,$0,,,,Jake Moody - WAS,7,$0,,,,Tennessee Titans,9,$0,,,,,,,,,,
Josh Allen (QB - BUF),7,$27,,,,Jordan Love - GB,11,$0,,,,Bucky Irving - TB,10,$22,,,,Garrett Wilson - NYJ,13,$16,,,,Kenyon Sadiq - NYJ,13,$0,,,,Andy Borregales - NE,11,$0,,,,Green Bay Packers,11,$0,,,,,,,,,,
Jeremiyah Love (RB - ARI),14,$27,,,,Sam Darnold - SEA,11,$0,,,,Quinshon Judkins - CLE,11,$21,,,,Rome Odunze - CHI,10,$15,,,,Greg Dulcich - MIA,6,$0,,,,Jake Elliott - PHI,10,$0,,,,Washington Commanders,7,$0,,,,,,,,,,
CeeDee Lamb (WR - DAL),14,$27,,,,C.J. Stroud - HOU,8,$0,,,,Bhayshul Tuten - JAC,7,$20,,,,Alec Pierce - IND,13,$14,,,,T.J. Hockenson - MIN,6,$0,,,,Chris Boswell - PIT,9,$0,,,,Indianapolis Colts,13,$0,,,,,,,,,,
Rashee Rice (WR - KC),5,$27,,,,Daniel Jones - IND,13,$0,,,,TreVeyon Henderson - NE,11,$15,,,,Terry McLaurin - WAS,7,$14,,,,Oronde Gadsden II - LAC,7,$0,,,,Jason Sanders - NYJ,13,$0,,,,Kansas City Chiefs,5,$0,,,,,,,,,,
Javonte Williams (RB - DAL),14,$26,,,,Bryce Young - CAR,5,$0,,,,David Montgomery - HOU,8,$15,,,,DJ Moore - BUF,7,$12,,,,Terrance Ferguson - LAR,11,$0,,,,Zane Gonzalez - MIA,6,$0,,,,New York Giants,8,$0,,,,,,,,,,
Cam Skattebo (RB - NYG),8,$26,,,,Geno Smith - NYJ,13,$0,,,,Jadarian Price - SEA,11,$15,,,,Ladd McConkey - LAC,7,$10,,,,AJ Barner - SEA,11,$0,,,,Joey Slye - TEN,9,$0,,,,Dallas Cowboys,14,$0,,,,,,,,,,
Brock Bowers (TE - LV),13,$26,,,,Jacoby Brissett - ARI,14,$0,,,,Tony Pollard - TEN,9,$14,,,,Jaylen Waddle - DEN,10,$10,,,,Cade Otton - TB,10,$0,,,,Chad Ryland - ARI,14,$0,,,,Las Vegas Raiders,13,$0,,,,,,,,,,
Trey McBride (TE - ARI),14,$26,,,,Cam Ward - TEN,9,$0,,,,Rico Dowdle - PIT,9,$13,,,,Courtland Sutton - DEN,10,$10,,,,Chig Okonkwo - WAS,7,$0,,,,,,,,,,Arizona Cardinals,14,$0,,,,,,,,,,
Justin Jefferson (WR - MIN),6,$25,,,,Aaron Rodgers - PIT,9,$0,,,,J.K. Dobbins - DEN,10,$13,,,,Christian Watson - GB,11,$10,,,,Mike Gesicki - CIN,6,$0,,,,,,,,,,Miami Dolphins,6,$0,,,,,,,,,,
George Pickens (WR - DAL),14,$25,,,,Fernando Mendoza - LV,13,$0,,,,Chuba Hubbard - CAR,5,$12,,,,Luther Burden III - CHI,10,$10,,,,Evan Engram - DEN,10,$0,,,,,,,,,,San Francisco 49ers,8,$0,,,,,,,,,,
A.J. Brown (WR - NE),11,$24,,,,Tua Tagovailoa - ATL,11,$0,,,,Jaylen Warren - PIT,9,$12,,,,Mike Evans - SF,8,$9,,,,Gunnar Helm - TEN,9,$0,,,,,,,,,,Carolina Panthers,5,$0,,,,,,,,,,
Travis Etienne Jr. (RB - NO),8,$23,,,,Deshaun Watson - CLE,11,$0,,,,Rhamondre Stevenson - NE,11,$12,,,,DK Metcalf - PIT,9,$8,,,,David Njoku - LAC,7,$0,,,,,,,,,,New York Jets,13,$0,,,,,,,,,,
D'Andre Swift (RB - CHI),10,$23,,,,Shedeur Sanders - CLE,11,$0,,,,Kyle Monangai - CHI,10,$9,,,,Marvin Harrison Jr. - ARI,14,$8,,,,Colby Parkinson - LAR,11,$0,,,,,,,,,,,,,,,,,,,,,,
Nico Collins (WR - HOU),8,$23,,,,,,,,,,Jacory Croskey-Merritt - WAS,7,$8,,,,Brian Thomas Jr. - JAC,7,$5,,,,Mason Taylor - NYJ,13,$0,,,,,,,,,,,,,,,,,,,,,,
Bucky Irving (RB - TB),10,$22,,,,,,,,,,Aaron Jones Sr. - MIN,6,$8,,,,Parker Washington - JAC,7,$5,,,,Dawson Knox - BUF,7,$0,,,,,,,,,,,,,,,,,,,,,,
Chris Olave (WR - NO),8,$22,,,,,,,,,,RJ Harvey - DEN,10,$8,,,,Quentin Johnston - LAC,7,$4,,,,Michael Mayer - LV,13,$0,,,,,,,,,,,,,,,,,,,,,,
Quinshon Judkins (RB - CLE),11,$21,,,,,,,,,,Rachaad White - WAS,7,$8,,,,Jakobi Meyers - JAC,7,$4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zay Flowers (WR - BAL),13,$21,,,,,,,,,,Blake Corum - LAR,11,$7,,,,Carnell Tate - TEN,9,$4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhayshul Tuten (RB - JAC),7,$20,,,,,,,,,,Jordan Mason - MIN,6,$6,,,,Jordan Addison - MIN,6,$3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emeka Egbuka (WR - TB),10,$19,,,,,,,,,,Kenny Gainwell - TB,10,$6,,,,Jayden Reed - GB,11,$3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davante Adams (WR - LAR),11,$18,,,,,,,,,,Jonathon Brooks - CAR,5,$5,,,,Xavier Worthy - KC,5,$3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jameson Williams (WR - DET),6,$18,,,,,,,,,,Zach Charbonnet - SEA,11,$4,,,,Michael Pittman Jr. - PIT,9,$2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colston Loveland (TE - CHI),10,$18,,,,,,,,,,Woody Marks - HOU,8,$4,,,,Jordyn Tyson - NO,8,$2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tee Higgins (WR - CIN),6,$17,,,,,,,,,,Isiah Pacheco - DET,6,$3,,,,Chris Godwin Jr. - TB,10,$2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tetairoa McMillan (WR - CAR),5,$16,,,,,,,,,,Tyrone Tracy Jr. - NYG,8,$3,,,,Michael Wilson - ARI,14,$2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeVonta Smith (WR - PHI),10,$16,,,,,,,,,,Tyjae Spears - TEN,9,$3,,,,Rashid Shaheed - SEA,11,$1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malik Nabers (WR - NYG),8,$16,,,,,,,,,,Chris Rodriguez Jr. - JAC,7,$3,,,,Romeo Doubs - NE,11,$1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garrett Wilson (WR - NYJ),13,$16,,,,,,,,,,Alvin Kamara - NO,8,$3,,,,Wan'Dale Robinson - TEN,9,$1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TreVeyon Henderson (RB - NE),11,$15,,,,,,,,,,Brian Robinson Jr. - ATL,11,$2,,,,Makai Lemon - PHI,10,$1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Montgomery (RB - HOU),8,$15,,,,,,,,,,Justice Hill - BAL,13,$2,,,,Ricky Pearsall - SF,8,$1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jadarian Price (RB - SEA),11,$15,,,,,,,,,,Tyler Allgeier - ARI,14,$2,,,,Calvin Ridley - TEN,9,$1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rome Odunze (WR - CHI),10,$15,,,,,,,,,,Braelon Allen - NYJ,13,$2,,,,Matthew Golden - GB,11,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Pollard (RB - TEN),9,$14,,,,,,,,,,AJ Dillon - CAR,5,$2,,,,Khalil Shakir - BUF,7,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alec Pierce (WR - IND),13,$14,,,,,,,,,,Samaje Perine - CIN,6,$2,,,,John Metchie III - CAR,5,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terry McLaurin (WR - WAS),7,$14,,,,,,,,,,Jordan James - SF,8,$2,,,,Theo Wease Jr. - MIA,6,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rico Dowdle (RB - PIT),9,$13,,,,,,,,,,Dylan Sampson - CLE,11,$1,,,,Josh Downs - IND,13,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.K. Dobbins (RB - DEN),10,$13,,,,,,,,,,Ty Johnson - BUF,7,$0,,,,Jalen Coker - CAR,5,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drake Maye (QB - NE),11,$12,,,,,,,,,,Kaelon Black - SF,8,$0,,,,Rashod Bateman - BAL,13,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chuba Hubbard (RB - CAR),5,$12,,,,,,,,,,Emari Demercado - KC,5,$0,,,,Tre Tucker - LV,13,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaylen Warren (RB - PIT),9,$12,,,,,,,,,,Tank Bigsby - PHI,10,$0,,,,Jerry Jeudy - CLE,11,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhamondre Stevenson (RB - NE),11,$12,,,,,,,,,,Mike Washington Jr. - LV,13,$0,,,,KC Concepcion - CLE,11,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJ Moore (WR - BUF),7,$12,,,,,,,,,,Keaton Mitchell - LAC,7,$0,,,,Jayden Higgins - HOU,8,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Warren (TE - IND),13,$12,,,,,,,,,,Malik Davis - DAL,14,$0,,,,Jalen McMillan - TB,10,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamar Jackson (QB - BAL),13,$11,,,,,,,,,,Adam Randall - BAL,13,$0,,,,Jauan Jennings - MIN,6,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayden Daniels (QB - WAS),7,$11,,,,,,,,,,Chris Brooks - GB,11,$0,,,,Jalen Nailor - LV,13,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Pitts Sr. (TE - ATL),11,$11,,,,,,,,,,Kimani Vidal - LAC,7,$0,,,,Antonio Williams - WAS,7,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Hurts (QB - PHI),10,$10,,,,,,,,,,James Conner - ARI,14,$0,,,,Tank Dell - HOU,8,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ladd McConkey (WR - LAC),7,$10,,,,,,,,,,Emanuel Wilson - SEA,11,$0,,,,Cooper Kupp - SEA,11,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaylen Waddle (WR - DEN),10,$10,,,,,,,,,,Jaylen Wright - MIA,6,$0,,,,Denzel Boston - CLE,11,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Courtland Sutton (WR - DEN),10,$10,,,,,,,,,,Jawhar Jordan - HOU,8,$0,,,,Adonai Mitchell - NYJ,13,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Watson (WR - GB),11,$10,,,,,,,,,,Jaydon Blue - DAL,14,$0,,,,Omar Cooper Jr. - NYJ,13,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luther Burden III (WR - CHI),10,$10,,,,,,,,,,Kendre Miller - NO,8,$0,,,,Germie Bernard - PIT,9,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Monangai (RB - CHI),10,$9,,,,,,,,,,MarShawn Lloyd - GB,11,$0,,,,Darnell Mooney - NYG,8,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Evans (WR - SF),8,$9,,,,,,,,,,George Holani - SEA,11,$0,,,,Kayshon Boutte - NE,11,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dallas Goedert (TE - PHI),10,$9,,,,,,,,,,Frank Gore Jr. - BUF,7,$0,,,,Travis Hunter - JAC,7,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam LaPorta (TE - DET),6,$9,,,,,,,,,,Roschon Johnson - CHI,10,$0,,,,Bub Means - NO,8,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harold Fannin Jr. (TE - CLE),11,$9,,,,,,,,,,Kyle Juszczyk - SF,8,$0,,,,Tyquan Thornton - KC,5,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacory Croskey-Merritt (RB - WAS),7,$8,,,,,,,,,,Ollie Gordon II - MIA,6,$0,,,,Darius Slayton - NYG,8,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Jones Sr. (RB - MIN),6,$8,,,,,,,,,,Sean Tucker - TB,10,$0,,,,Ja'Kobi Lane - BAL,13,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RJ Harvey (RB - DEN),10,$8,,,,,,,,,,Emmett Johnson - KC,5,$0,,,,Christian Kirk - SF,8,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rachaad White (RB - WAS),7,$8,,,,,,,,,,Ray Davis - BUF,7,$0,,,,Tory Horton - SEA,11,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK Metcalf (WR - PIT),9,$8,,,,,,,,,,Isaiah Davis - NYJ,13,$0,,,,Malik Washington - MIA,6,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marvin Harrison Jr. (WR - ARI),14,$8,,,,,,,,,,DJ Giddens - IND,13,$0,,,,Jaylin Noel - HOU,8,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tucker Kraft (TE - GB),11,$8,,,,,,,,,,Austin Ekeler - ,,$0,,,,Nick Westbrook-Ikhine - IND,13,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaxson Dart (QB - NYG),8,$7,,,,,,,,,,Ty Chandler - NO,8,$0,,,,Troy Franklin - DEN,10,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blake Corum (RB - LAR),11,$7,,,,,,,,,,,,,,,,Isaac TeSlaa - DET,6,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Travis Kelce (TE - KC),5,$7,,,,,,,,,,,,,,,,Devaughn Vele - NO,8,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Burrow (QB - CIN),6,$6,,,,,,,,,,,,,,,,Hollywood Brown - PHI,10,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Mason (RB - MIN),6,$6,,,,,,,,,,,,,,,,De'Zhaun Stribling - SF,8,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenny Gainwell (RB - TB),10,$6,,,,,,,,,,,,,,,,Andrei Iosivas - CIN,6,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Andrews (TE - BAL),13,$6,,,,,,,,,,,,,,,,Ryan Flournoy - DAL,14,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brock Purdy (QB - SF),8,$5,,,,,,,,,,,,,,,,Dyami Brown - WAS,7,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dak Prescott (QB - DAL),14,$5,,,,,,,,,,,,,,,,Tre' Harris - LAC,7,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathon Brooks (RB - CAR),5,$5,,,,,,,,,,,,,,,,Caleb Douglas - MIA,6,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Thomas Jr. (WR - JAC),7,$5,,,,,,,,,,,,,,,,Chris Bell - MIA,6,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parker Washington (WR - JAC),7,$5,,,,,,,,,,,,,,,,Jalen Tolbert - MIA,6,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Kittle (TE - SF),8,$5,,,,,,,,,,,,,,,,Ted Hurst III - TB,10,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trevor Lawrence (QB - JAC),7,$4,,,,,,,,,,,,,,,,Jack Bech - LV,13,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Mahomes II (QB - KC),5,$4,,,,,,,,,,,,,,,,Jahan Dotson - ATL,11,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Charbonnet (RB - SEA),11,$4,,,,,,,,,,,,,,,,Ashton Dulin - IND,13,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woody Marks (RB - HOU),8,$4,,,,,,,,,,,,,,,,Elic Ayomanor - TEN,9,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quentin Johnston (WR - LAC),7,$4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jakobi Meyers (WR - JAC),7,$4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carnell Tate (WR - TEN),9,$4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalton Kincaid (TE - BUF),7,$4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Likely (TE - NYG),8,$4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Herbert (QB - LAC),7,$3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caleb Williams (QB - CHI),10,$3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bo Nix (QB - DEN),10,$3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isiah Pacheco (RB - DET),6,$3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrone Tracy Jr. (RB - NYG),8,$3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyjae Spears (RB - TEN),9,$3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Rodriguez Jr. (RB - JAC),7,$3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alvin Kamara (RB - NO),8,$3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Addison (WR - MIN),6,$3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayden Reed (WR - GB),11,$3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier Worthy (WR - KC),5,$3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunter Henry (TE - NE),11,$3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew Stafford (QB - LAR),11,$2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Robinson Jr. (RB - ATL),11,$2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justice Hill (RB - BAL),13,$2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Allgeier (RB - ARI),14,$2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braelon Allen (RB - NYJ),13,$2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJ Dillon (RB - CAR),5,$2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samaje Perine (RB - CIN),6,$2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan James (RB - SF),8,$2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Pittman Jr. (WR - PIT),9,$2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordyn Tyson (WR - NO),8,$2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Godwin Jr. (WR - TB),10,$2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Wilson (WR - ARI),14,$2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houston Texans (DST - HOU),8,$2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Broncos (DST - DEN),10,$2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jared Goff (QB - DET),6,$1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dylan Sampson (RB - CLE),11,$1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rashid Shaheed (WR - SEA),11,$1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
