"","Rank","Player","Overall Tier","Pos. Tier","Pos","Team","Bye","ADP","Floor","Consensus","DS Proj","Ceiling","3D Proj","3d Value","Market $","Auction $"
"Value","80","Kyler Murray","6.0","2.0","QB","MIN","6","13.09","271.3","290.0","308.3","416.2","331.0","22.8","$9","$14"
"","81","Kyle Pitts","6.0","4.0","TE","ATL","11","5.12","175.9","186.0","191.2","248.6","204.1","22.5","$12","$14"
"","82","Parker Washington","6.0","6.0","WR","JAC","7","8.12","180.7","181.0","215.1","275.3","225.3","22.4","$11","$14"
"","83","Jadarian Price","7.0","7.0","RB","SEA","11","5.09","145.6","183.0","173.3","306.7","204.7","22.4","$13","$14"
"","84","D.J. Moore","7.0","6.0","WR","BUF","7","5.10","180.2","191.0","207.1","283.7","223.1","21.4","$10","$13"
"","85","Rico Dowdle","7.0","7.0","RB","PIT","9","8.06","154.5","181.0","175.6","279.2","200.0","21.3","$7","$13"
"Injured","86","RJ Harvey","7.0","7.0","RB","DEN","10","9.12","145.7","164.0","173.4","287.8","199.6","21.2","$6","$13"
"","87","J.K. Dobbins","7.0","7.0","RB","DEN","10","9.02","149.7","170.0","176.1","278.2","199.2","21.1","$6","$13"
"Injured","88","George Kittle","7.0","4.0","TE","SF","8","6.11","113.9","183.0","189.8","282.8","201.4","21.0","$12","$13"
"","89","Jared Goff","7.0","3.0","QB","DET","6","13.04","278.2","289.0","302.4","402.2","325.2","20.7","$6","$13"
"Value","90","Michael Pittman Jr.","7.0","6.0","WR","PIT","9","7.04","182.7","189.0","210.0","266.7","220.5","20.2","$8","$13"
"Sleeper","91","Jonathon Brooks","7.0","7.0","RB","CAR","5","11.03","131.2","123.0","156.2","307.7","193.0","19.7","$7","$12"
"","92","Marvin Harrison Jr.","7.0","6.0","WR","ARI","14","6.09","177.6","191.0","201.8","282.5","219.4","19.7","$9","$12"
"","93","Jordan Love","7.0","3.0","QB","GB","11","14.09","279.6","276.0","294.3","406.1","322.1","19.5","$4","$12"
"","94","Rachaad White","7.0","7.0","RB","WAS","7","9.05","126.4","159.0","168.5","281.4","191.6","19.4","$5","$12"
"","95","Matthew Stafford","7.0","3.0","QB","LAR","11","8.01","276.1","286.0","296.9","400.8","321.5","19.3","$4","$12"
"","96","Carnell Tate","7.0","6.0","WR","TEN","9","5.07","169.3","193.0","201.6","284.3","218.3","19.2","$11","$12"
"","97","Courtland Sutton","7.0","6.0","WR","DEN","10","7.05","178.1","183.0","207.1","267.2","218.2","19.2","$7","$12"
"Sleeper","98","Tyler Shough","7.0","3.0","QB","NO","8","13.08","269.0","269.0","295.6","405.0","320.6","19.0","$7","$12"
"","99","Jordyn Tyson","7.0","6.0","WR","NO","8","7.07","166.9","176.0","201.1","283.6","217.4","18.8","$8","$12"
"Value","100","Jayden Reed","7.0","6.0","WR","GB","11","12.05","173.0","175.0","203.5","270.7","216.3","18.3","$6","$12"
"Injured","101","Alec Pierce","7.0","6.0","WR","IND","13","7.06","174.2","195.0","202.6","271.5","216.2","18.3","$13","$12"
"","102","Jordan Addison","7.0","6.0","WR","MIN","6","11.06","172.6","170.0","203.1","270.1","215.8","18.1","$6","$11"
"Value","103","Jakobi Meyers","7.0","6.0","WR","JAC","7","9.01","178.5","172.0","205.2","260.6","215.5","17.9","$4","$11"
"","104","Baker Mayfield","7.0","3.0","QB","TB","10","14.01","274.8","277.0","289.3","402.1","317.4","17.8","$7","$11"
"","105","Kyle Monangai","8.0","8.0","RB","CHI","10","10.02","141.1","153.0","155.0","271.3","184.2","17.8","$5","$11"
"","106","Brian Thomas Jr.","8.0","6.0","WR","JAC","7","8.08","169.8","176.0","193.0","289.5","215.1","17.7","$13","$11"
"","107","Travis Kelce","8.0","4.0","TE","KC","5","7.10","162.7","186.0","189.2","227.0","194.7","17.2","$9","$11"
"","108","Kenneth Gainwell","8.0","8.0","RB","TB","10","9.03","136.1","158.0","156.4","256.5","180.0","16.8","$5","$11"
"","109","Ricky Pearsall","8.0","6.0","WR","SF","8","10.06","161.4","165.0","199.2","274.9","213.0","16.8","$6","$11"
"","110","Jordan Mason","8.0","8.0","RB","MIN","6","13.03","131.0","136.0","156.0","255.8","178.7","16.5","$5","$10"
"","111","Blake Corum","8.0","8.0","RB","LAR","11","10.12","134.8","141.0","141.9","281.0","178.6","16.5","$7","$10"
"","112","Quentin Johnston","8.0","6.0","WR","LAC","7","11.12","161.7","168.0","194.8","280.5","212.2","16.4","$5","$10"
"","113","Tyjae Spears","8.0","8.0","RB","TEN","9","12.09","129.5","141.0","154.2","248.3","175.4","15.8","$3","$10"
"","114","Aaron Jones","8.0","8.0","RB","MIN","6","8.03","123.6","165.0","154.5","248.7","174.6","15.6","$5","$10"
"","115","Malik Willis","8.0","3.0","QB","MIA","6","16.05","266.7","266.0","274.9","409.6","310.2","15.2","$4","$10"
"","116","Josh Downs","8.0","7.0","WR","IND","13","11.07","161.0","179.0","191.7","276.0","209.1","15.0","$4","$9"
"","117","Chris Godwin","8.0","7.0","WR","TB","10","8.11","160.4","182.0","190.9","276.8","208.8","14.8","$3","$9"
"","118","Xavier Worthy","8.0","7.0","WR","KC","5","11.05","157.6","169.0","189.9","279.2","208.4","14.7","$4","$9"
"","119","Jacory Croskey-Merritt","9.0","9.0","RB","WAS","7","11.09","117.0","136.0","132.9","279.1","169.9","14.6","$8","$9"
"","120","Brandon Aubrey","9.0","1.0","K","DAL","14","6.12","157.4","147.0","176.8","190.9","177.1","14.4","$7","$9"
"","121","C.J. Stroud","9.0","3.0","QB","HOU","8","16.01","269.9","265.0","278.2","389.5","307.1","14.1","$5","$9"
"Injured","122","Zach Charbonnet","9.0","9.0","RB","SEA","11","12.04","101.3","159.0","126.6","284.9","165.2","13.5","$4","$9"
"Injured","123","Daniel Jones","9.0","3.0","QB","IND","13","15.10","259.1","255.0","275.6","394.1","304.9","13.3","$4","$8"
"","124","Woody Marks","9.0","9.0","RB","HOU","8","12.06","117.8","116.0","130.9","251.3","161.4","12.6","$4","$8"
"","125","Makai Lemon","9.0","7.0","WR","PHI","10","9.07","151.9","158.0","178.7","285.9","203.1","12.2","$4","$8"
"","126","Dylan Sampson","9.0","9.0","RB","CLE","11","85.04","116.0","102.0","133.3","239.9","159.2","12.2","$3","$8"
"","127","Isiah Pacheco","9.0","9.0","RB","DET","6","12.08","111.3","103.0","125.1","256.5","158.4","12.0","$5","$8"
"","128","Alvin Kamara","10.0","10.0","RB","NO","8","12.12","105.8","105.0","117.6","264.6","155.6","11.3","$3","$7"
"","129","Stefon Diggs","10.0","7.0","WR","UNS","18","14.12","135.5","167.0","190.8","263.3","200.5","11.0","$3","$7"
"","130","Romeo Doubs","10.0","7.0","WR","NE","11","12.07","155.5","169.0","185.1","261.0","200.4","11.0","$4","$7"
"Injured","131","Chris Rodriguez","10.0","10.0","RB","JAC","7","15.04","103.5","112.0","112.5","267.8","153.2","10.8","$6","$7"
"","132","Cameron Dicker","10.0","1.0","K","LAC","7","9.06","151.3","139.0","170.0","181.9","169.9","10.7","$6","$7"
"","133","Tyrone Tracy Jr.","10.0","10.0","RB","NYG","8","16.09","103.0","113.0","113.2","260.4","151.5","10.4","$4","$7"
"","134","KC Concepcion","10.0","7.0","WR","CLE","11","11.02","146.4","151.0","183.0","265.4","198.8","10.2","$5","$6"
"","135","Michael Wilson","10.0","7.0","WR","ARI","14","10.05","147.8","182.0","180.2","264.9","197.4","9.6","$3","$6"
"Sleeper","136","Dalton Kincaid","10.0","5.0","TE","BUF","7","13.05","155.6","162.0","167.3","225.9","181.2","9.6","$9","$6"
"Sleeper","137","Jayden Higgins","10.0","7.0","WR","HOU","8","14.03","152.4","157.0","173.2","275.4","197.3","9.5","$3","$6"
"","138","Wan'Dale Robinson","10.0","7.0","WR","TEN","9","9.10","158.9","173.0","178.5","260.6","197.3","9.5","$3","$6"
"","139","Sam Darnold","10.0","4.0","QB","SEA","11","15.03","256.3","260.0","258.9","388.4","293.8","9.3","$1","$6"
"Sleeper","140","Cameron 'Cam' Ward","10.0","4.0","QB","TEN","9","16.10","252.8","239.0","258.0","392.2","293.7","9.2","$2","$6"
"","141","Aaron Rodgers","10.0","4.0","QB","PIT","9","80.12","254.1","228.0","259.3","386.4","293.0","9.0","$2","$6"
"","142","Seattle Seahawks","10.0","1.0","DEF","SEA","11","8.04","119.0","77.0","119.0","119.0","119.0","8.9","$2","$6"
"","143","Matthew Golden","10.0","7.0","WR","GB","11","10.03","151.2","155.0","166.1","284.0","195.6","8.8","$5","$6"
"","144","Denver Broncos","10.0","1.0","DEF","DEN","10","7.09","118.6","82.0","118.6","118.6","118.6","8.8","$1","$6"
"","145","Mark Andrews","10.0","5.0","TE","BAL","13","12.03","153.7","158.0","167.1","222.2","179.7","8.7","$12","$5"
"","146","Khalil Shakir","10.0","7.0","WR","BUF","7","11.10","158.3","169.0","179.9","248.3","194.6","8.3","$2","$5"
"","147","Jake Ferguson","10.0","5.0","TE","DAL","14","9.08","161.8","170.0","170.3","206.1","178.5","8.1","$3","$5"
"","148","Dallas Goedert","10.0","5.0","TE","PHI","10","8.10","152.3","166.0","167.4","217.6","178.4","8.0","$8","$5"
"","149","Houston Texans","10.0","1.0","DEF","HOU","8","7.02","116.9","82.0","116.9","116.9","116.9","8.0","$1","$5"
"","150","Kaytron Allen","11.0","11.0","RB","WAS","7","77.09","85.6","37.0","93.0","265.1","138.6","7.5","$5","$5"
"","151","Ka'imi Fairbairn","11.0","2.0","K","HOU","8","10.11","148.6","140.0","159.8","177.4","162.6","6.9","$4","$4"
"","152","New England Patriots","11.0","1.0","DEF","NE","11","11.01","112.7","71.0","112.7","112.7","112.7","6.2","$2","$4"
"","153","Keaton Mitchell","11.0","11.0","RB","LAC","7","83.12","94.7","80.0","105.2","211.5","132.3","6.1","$2","$4"
"","154","Tyler Allgeier","11.0","11.0","RB","ARI","14","15.07","87.7","92.0","107.0","210.8","131.8","6.0","$4","$4"
"","155","Brian Robinson Jr.","11.0","11.0","RB","ATL","11","16.06","86.8","97.0","105.9","211.8","131.3","5.9","$4","$4"
"","156","Bryce Young","11.0","4.0","QB","CAR","5","17.05","242.3","244.0","244.7","391.5","284.3","5.8","$1","$4"
"","157","Jonah Coleman","11.0","11.0","RB","DEN","10","75.03","75.4","50.0","83.8","259.8","130.3","5.7","$2","$4"
"","158","Brenton Strange","11.0","5.0","TE","JAC","7","15.12","146.8","155.0","164.9","209.4","173.8","5.4","$6","$3"
"","159","Justice Hill","12.0","12.0","RB","BAL","13","82.03","91.2","98.0","101.3","202.6","127.1","4.9","$3","$3"
"","160","MarShawn Lloyd","12.0","12.0","RB","GB","11","82.08","64.1","50.0","82.2","254.8","126.0","4.7","$3","$3"
"","161","Jacoby Brissett","12.0","4.0","QB","ARI","14","85.06","234.1","245.0","246.4","381.9","281.1","4.6","$2","$3"
"","162","Minnesota Vikings","12.0","1.0","DEF","MIN","6","13.07","109.1","78.0","109.1","109.1","109.1","4.6","$1","$3"
"","163","Tyler Loop","12.0","2.0","K","BAL","13","14.06","143.6","129.0","152.8","178.8","158.2","4.6","$2","$3"
"","164","Green Bay Packers","12.0","2.0","DEF","GB","11","16.12","108.6","65.0","108.6","108.6","108.6","4.4","$1","$3"
"","165","Baltimore Ravens","12.0","2.0","DEF","BAL","13","12.02","108.6","70.0","108.6","108.6","108.6","4.4","$1","$3"
"","166","Calvin Ridley","12.0","8.0","WR","TEN","9","15.05","141.8","113.0","164.9","257.2","185.9","4.3","$5","$3"
"","167","Cam Little","12.0","2.0","K","JAC","7","11.11","145.2","125.0","151.3","178.5","157.6","4.3","$2","$3"
"Sleeper","168","Jalen McMillan","12.0","8.0","WR","TB","10","14.11","135.6","126.0","159.5","271.2","185.6","4.2","$6","$3"
"","169","Emmett Johnson","12.0","12.0","RB","KC","5","19.08","70.0","40.0","83.3","237.4","122.9","4.0","$3","$3"
"","170","Rashid Shaheed","12.0","8.0","WR","SEA","11","14.04","141.4","139.0","164.4","254.8","184.9","3.8","$3","$2"
"","171","Fernando Mendoza","12.0","4.0","QB","LVR","13","15.08","232.7","243.0","237.4","391.7","278.6","3.7","$1","$2"
"","172","Pittsburgh Steelers","12.0","2.0","DEF","PIT","9","10.10","107.1","77.0","107.1","107.1","107.1","3.7","$1","$2"
"","173","Omar Cooper Jr.","12.0","8.0","WR","NYJ","13","14.07","139.6","131.0","153.4","276.1","184.4","3.6","$4","$2"
"","174","Nicholas Singleton","12.0","12.0","RB","TEN","9","20.04","59.9","29.0","70.5","260.9","120.5","3.5","$2","$2"
"Injured","175","Kenyon Sadiq","12.0","5.0","TE","NYJ","13","12.11","139.7","143.0","155.2","220.4","170.2","3.4","$4","$2"
"Sleeper","176","Isaiah Likely","12.0","5.0","TE","NYG","8","11.04","147.1","158.0","158.2","208.8","170.0","3.3","$8","$2"
"","177","Cairo Santos","12.0","2.0","K","CHI","10","15.06","142.5","128.0","151.6","174.3","156.1","3.3","$2","$2"
"","178","Jake Bates","12.0","2.0","K","DET","6","13.01","146.6","130.0","149.6","175.0","156.0","3.2","$2","$2"
"","179","Deebo Samuel","12.0","8.0","WR","UNS","18","24.04","119.3","131.0","170.4","252.2","183.4","3.1","$5","$2"
"","180","Deshaun Watson","12.0","4.0","QB","CLE","11","80.11","207.8","174.0","218.7","437.4","276.4","2.9","$2","$2"
"","181","Hunter Henry","12.0","5.0","TE","NE","11","14.05","147.3","154.0","158.4","205.9","169.3","2.9","$8","$2"
"","182","Geno Smith","12.0","4.0","QB","NYJ","13","86.01","228.1","240.0","237.6","384.9","276.1","2.8","$2","$2"
"","183","Eddy Pineiro","12.0","2.0","K","SF","8","12.10","143.7","130.0","151.3","172.5","155.7","2.8","$1","$2"
"","184","Harrison Mevis","12.0","2.0","K","LAR","11","12.01","145.1","133.0","149.6","175.0","155.7","2.8","$1","$2"
"","185","Los Angeles Rams","13.0","2.0","DEF","LAR","11","8.07","105.7","78.0","105.7","105.7","105.7","2.6","$1","$2"
"","186","Braelon Allen","13.0","13.0","RB","NYJ","13","82.10","72.9","83.0","76.7","226.3","116.8","2.6","$2","$2"
"","187","Kansas City Chiefs","13.0","2.0","DEF","KC","5","15.09","105.5","66.0","105.5","105.5","105.5","2.4","$1","$2"
"","188","Mike Washington Jr.","13.0","13.0","RB","LVR","13","83.02","63.9","68.0","76.1","228.3","115.4","2.3","$1","$1"
"","189","Trey Smack","13.0","2.0","K","GB","11","19.03","143.3","134.0","149.3","174.7","155.1","2.1","$1","$1"
"Injured","190","James Conner","13.0","13.0","RB","ARI","14","18.02","76.4","56.0","92.1","184.2","114.4","2.1","$1","$1"
"","191","Denzel Boston","13.0","8.0","WR","CLE","11","16.02","130.3","133.0","151.5","272.7","180.7","1.9","$2","$1"
"","192","Jacksonville Jaguars","13.0","2.0","DEF","JAC","7","13.11","104.5","69.0","104.5","104.5","104.5","1.5","$1","$1"
"","193","Juwan Johnson","13.0","6.0","TE","NO","8","15.02","143.4","152.0","157.6","200.2","166.6","1.3","$2","$1"
"","194","Sean Tucker","13.0","13.0","RB","TB","10","81.03","68.5","55.0","74.5","212.3","111.0","1.3","$1","$1"
"","195","Jaydon Blue","13.0","13.0","RB","DAL","14","80.01","62.3","44.0","73.3","216.2","110.3","1.2","$1","$1"
"","196","George Holani","13.0","13.0","RB","SEA","11","81.07","65.7","42.0","82.1","192.9","109.3","0.9","$1","$1"
"","197","New York Giants","13.0","2.0","DEF","NYG","8","19.09","103.6","64.0","103.6","103.6","103.6","0.8","$1","$1"
"","198","Wil Lutz","13.0","2.0","K","DEN","10","82.07","144.9","121.0","147.9","171.6","153.8","0.7","$1","$1"
"","199","Isaiah Davis","13.0","13.0","RB","NYJ","13","80.05","75.4","51.0","79.4","186.6","107.9","0.6","$1","$1"
"","200","Christopher 'Chris' Brooks","13.0","13.0","RB","GB","11","24.12","60.3","61.0","67.0","217.8","106.9","0.4","$1","$1"
"","201","Harrison Butker","13.0","2.0","K","KC","5","13.06","145.0","124.0","148.0","170.2","153.5","0.3","$1","$1"
"","202","Samaje Perine","14.0","14.0","RB","CIN","6","84.07","77.9","92.0","91.6","155.7","106.6","0.3","$1","$1"
"","203","Tre Tucker","13.0","8.0","WR","LVR","13","17.04","133.6","133.0","155.4","250.2","177.3","0.3","$2","$1"
"Injured","204","Trey Benson","14.0","14.0","RB","ARI","14","77.07","65.4","14.0","76.0","193.8","106.2","0.3","$1","$1"
"","205","Ty Johnson","14.0","14.0","RB","BUF","7","81.08","74.7","83.0","87.9","162.6","105.9","0.2","$1","$1"
"","206","Charlie Smyth","14.0","2.0","K","NO","8","84.03","143.5","119.0","147.9","170.1","153.2","0.0","$1","$1"
"","207","Philadelphia Eagles","14.0","2.0","DEF","PHI","10","11.08","102.7","68.0","102.7","102.7","102.7","0.0","$2","$1"
"","208","Nick Chubb","14.0","14.0","RB","UNS","18","41.09","57.8","24.0","82.6","181.7","105.1","0.0","$1","$1"
"","209","Jalen Coker","14.0","8.0","WR","CAR","5","13.10","135.9","156.0","151.0","252.2","175.9","0.0","$1","$1"
"","210","Los Angeles Chargers","14.0","2.0","DEF","LAC","7","14.10","102.2","66.0","102.2","102.2","102.2","0.0","$1","$1"
"","211","Buffalo Bills","14.0","2.0","DEF","BUF","7","82.01","102.0","71.0","102.0","102.0","102.0","0.0","$1","$1"
